SendRate(Mb/s),ReceiveRate(Mb/s),SendPackets,Send Loss,Recv Loss,RTT(ms),CWnd,OutstandingData,FlowWindow,Retrans,PktSndPeriod(us),SendACK,SendNAK,RecvACK,RecvNAK,EstimatedBandwidth(Mb/s),Retrans_Total, NAK_TotalSent,Total Send Loss,Total Recv Loss
0.00847367,0,19,1,0,112.312,8,8,8189,1,0,0,0,6,1,0.21728,1,0,1,0
0.0631479,0,141,0,0,205.385,57,57,8189,0,0,0,0,49,0,0.411264,1,0,1,0
0.410964,0,918,0,0,211.787,365,365,8187,0,0,0,0,308,0,20.7299,1,0,1,0
1.17685,0,2628,281,0,208.868,1148,1148,8191,281,0,0,0,783,12,90.7549,282,0,282,0
0.514088,0,1148,1148,0,208.868,2,1148,8191,1148,0,0,0,0,0,90.7549,1430,0,1430,0
0.253431,0,566,148,0,206.004,181,181,8173,148,0,0,0,179,2,218.274,1578,0,1578,0
0.833847,0,1862,0,0,207.352,574,574,8191,0,0,0,0,738,0,132.773,1578,0,1578,0
1.2768,0,2852,0,0,217.069,577,577,8185,0,0,0,0,1430,0,83.9032,1578,0,1578,0
1.29322,0,2888,0,0,208.029,579,579,8185,0,0,0,0,1451,0,62.2881,1578,0,1578,0
1.27335,0,2843,0,0,212.633,582,582,8191,0,0,0,0,1425,0,28.5542,1578,0,1578,0
1.21199,0,2707,0,0,208.3,584,584,8191,0,0,0,0,1359,0,19.9611,1578,0,1578,0
1.31006,0,2925,0,0,206.403,586,586,8189,0,0,0,0,1466,0,50.189,1578,0,1578,0
1.28934,0,2879,0,0,203.852,589,589,8183,0,0,0,0,1441,0,89.8097,1578,0,1578,0
1.20353,0,2688,0,0,207.026,591,591,8191,0,0,0,0,1350,0,181.593,1578,0,1578,0
1.30696,0,2919,0,0,208.292,594,594,8189,0,0,0,0,1465,0,82.9226,1578,0,1578,0
1.24999,0,2792,0,0,207.826,596,596,8185,0,0,0,0,1401,0,67.3232,1578,0,1578,0
1.14785,0,2563,20,0,206.964,598,598,8191,20,0,0,0,984,5,56.4812,1598,0,1598,0
1.09752,0,2451,60,0,210.947,599,599,8185,60,0,0,0,929,1,123.423,1658,0,1658,0
1.07386,0,2398,19,0,209.015,601,601,7610,19,0,0,0,901,3,183.374,1677,0,1677,0
1.07759,0,2406,22,0,209.561,602,602,8189,22,0,0,0,904,1,216.152,1699,0,1699,0
1.12322,0,2508,0,0,204.147,604,604,8191,0,0,0,0,1255,0,176.239,1699,0,1699,0
1.32201,0,2953,0,0,207.404,607,607,8191,0,0,0,0,1477,0,53.1064,1699,0,1699,0
1.3599,0,3037,0,0,207.901,609,609,8187,0,0,0,0,1524,0,81.4424,1699,0,1699,0
1.35739,0,3031,0,0,207.11,612,612,8189,0,0,0,0,1519,0,100.958,1699,0,1699,0
1.3726,0,3065,0,0,209.731,614,614,8181,0,0,0,0,1535,0,114.692,1699,0,1699,0
1.2017,0,2683,0,0,208.72,616,616,8189,0,0,0,0,1345,0,178.343,1699,0,1699,0
1.33437,0,2981,0,0,205.122,619,619,8191,0,0,0,0,1492,0,145.569,1699,0,1699,0
1.34402,0,3001,0,0,208.775,621,621,8187,0,0,0,0,1506,0,67.635,1699,0,1699,0
1.39297,0,3111,0,0,207.296,624,624,8189,0,0,0,0,1560,0,62.3732,1699,0,1699,0
1.36394,0,3046,0,0,204.89,626,626,8189,0,0,0,0,1527,0,80.937,1699,0,1699,0
1.3139,0,2934,0,0,203.943,628,628,8187,0,0,0,0,1469,0,66.7381,1699,0,1699,0
1.35791,0,3032,0,0,205.18,631,631,8183,0,0,0,0,1521,0,74.4029,1699,0,1699,0
1.36363,0,3046,0,0,205.203,633,633,8189,0,0,0,0,1528,0,57.9098,1699,0,1699,0
1.34785,0,3010,0,0,205.451,636,636,8189,0,0,0,0,1510,0,49.3736,1699,0,1699,0
1.36222,0,3042,0,0,205.346,638,638,8183,0,0,0,0,1527,0,39.2694,1699,0,1699,0
1.42042,0,3172,0,0,206.131,641,641,8191,0,0,0,0,1588,0,57.2526,1699,0,1699,0
1.36464,0,3047,57,0,221.416,642,642,8191,57,0,0,0,1177,4,34.3697,1756,0,1756,0
0.036725,0,82,49,0,210.979,642,642,8191,49,0,0,0,16,1,34.3697,1805,0,1805,0
0.317502,0,709,642,0,208.167,32,32,8190,642,0,0,0,30,0,119.163,2447,0,2447,0
0.276728,0,618,0,0,210.247,240,240,8189,0,0,0,0,208,0,191.517,2447,0,2447,0
0.58042,0,1296,43,0,206.706,322,322,8189,43,0,0,0,449,10,165.341,2490,0,2490,0
0.681951,0,1523,0,0,210.315,324,324,8185,0,0,0,0,762,0,103.312,2490,0,2490,0
0.64509,0,1443,0,0,204.719,326,326,8191,0,0,0,0,723,0,94.5177,2490,0,2490,0
0.732584,0,1636,0,0,205.299,329,329,8191,0,0,0,0,821,0,39.1364,2490,0,2490,0
0.738119,0,1648,0,0,209.229,331,331,8189,0,0,0,0,826,0,23.1818,2490,0,2490,0
0.720583,0,1609,0,0,208.163,334,334,8191,0,0,0,0,809,0,35.569,2490,0,2490,0
0.726418,0,1622,0,0,206.314,336,336,8179,0,0,0,0,815,0,36.3485,2490,0,2490,0
0.649297,0,1450,0,0,206.853,338,338,8189,0,0,0,0,729,0,54.9978,2490,0,2490,0
0.76,0,1697,0,0,214.361,341,341,8189,0,0,0,0,854,0,54.7595,2490,0,2490,0
0.765293,0,1709,0,0,204.249,343,343,8187,0,0,0,0,859,0,19.2582,2490,0,2490,0
0.751449,0,1678,0,0,204.369,346,346,8189,0,0,0,0,847,0,71.8803,2490,0,2490,0
0.769734,0,1719,0,0,206.392,348,348,8189,0,0,0,0,863,0,15.9466,2490,0,2490,0
0.671597,0,1500,0,0,214.19,350,350,8189,0,0,0,0,754,0,21.8028,2490,0,2490,0
