SendRate(Mb/s),ReceiveRate(Mb/s),SendPackets,Send Loss,Recv Loss,RTT(ms),CWnd,OutstandingData,FlowWindow,Retrans,PktSndPeriod(us),SendACK,SendNAK,RecvACK,RecvNAK,EstimatedBandwidth(Mb/s),Retrans_Total, NAK_TotalSent,Total Send Loss,Total Recv Loss
1.55319,0,280,0,0,125.905,153,153,8132,0,1,0,0,9,0,3.9536,0,0,0,0
11.7794,0,2087,141,0,186.313,1180,1180,8190,44,7,0,0,17,37,831.227,44,0,141,0
85.438,0,15132,6560,0,209.908,73181,8138,8138,6657,17,0,0,12,72,1052.47,6701,0,6701,0
80.5692,0,14271,16275,0,216.946,91871,8085,8085,13581,22,0,0,5,2,2002.42,20282,0,22976,0
59.3514,0,10514,8389,0,225.044,105267,7486,8151,9717,41.2271,0,0,17,8,1660.79,29999,0,31365,0
26.6588,0,4722,8784,0,225.044,105267,8191,8191,4017,77,0,0,0,10,1660.79,34016,0,40149,0
60.0279,0,10631,8155,0,222.624,103288,7473,8154,10017,82.5685,0,0,18,12,2267.93,44033,0,48304,0
61.1454,0,10853,8154,0,219.733,100834,3942,5492,10172,89.6644,0,0,3,2,2307.56,54205,0,56458,0
40.1147,0,7121,8810,0,218.166,103416,8179,8179,2857,141,0,0,2,37,1770.47,57062,0,65268,0
57.1713,0,10128,220,0,210.191,109818,4885,8136,4492,58,0,0,16,8,2543.13,61554,0,65488,0
37.8472,0,6703,10963,0,209.953,105656,8191,8191,3342,138,0,0,1,82,2582.39,64896,0,76451,0
57.2044,0,10131,0,0,207.886,130871,4921,8191,7621,77.8427,0,0,34,0,1763.5,72517,0,76451,0
30.5487,0,5410,9255,0,207.886,130871,8191,8191,2141,126,0,0,0,45,1763.5,74658,0,85706,0
51.478,0,9128,94,0,207.298,130189,3104,8120,5637,130,0,0,15,9,1920.98,80295,0,85800,0
54.4559,0,9662,947,0,209.101,98172,5968,8191,947,124,0,0,36,49,2310.72,81242,0,86747,0
61.2419,0,10852,8191,0,209.098,94464,4594,8127,1931,28.3569,0,0,25,0,2547.76,83173,0,94938,0
87.0622,0,15418,13801,0,208.444,99343,8190,8190,11308,36,0,0,7,64,1997.82,94481,0,108739,0
36.447,0,6458,9067,0,208.357,171614,8182,8191,5597,40,0,0,7,11,1608.66,100078,0,117806,0
38.5917,0,6835,171,0,210.53,179565,8191,8191,6134,44,0,0,6,2,1980.28,106212,0,117977,0
52.9496,0,9386,16371,0,213.802,166087,8180,8191,8589,42.5037,0,0,6,0,1910.75,114801,0,134348,0
71.8216,0,12723,10020,0,216.1,175552,8191,8191,10442,52,0,0,5,27,1242.63,125243,0,144368,0
48.9254,0,8668,8365,0,218.107,172433,8191,8191,7668,66,0,0,3,23,1170.88,132911,0,152733,0
80.5683,0,14270,1891,0,218.891,162469,7198,8108,8915,102,0,0,7,75,1148.19,141826,0,154624,0
22.9798,0,4070,8283,0,219.557,127402,6248,8191,3160,121.911,0,0,9,21,1724.61,144986,0,162907,0
77.7699,0,13781,3105,0,212.171,151179,8191,8191,8170,79,0,0,10,72,1764.95,153156,0,166012,0
49.1632,0,8716,8191,0,212.01,151070,6075,8191,8245,79,0,0,1,0,1706.42,161401,0,174203,0
