SendRate(Mb/s),ReceiveRate(Mb/s),SendPackets,Send Loss,Recv Loss,RTT(ms),CWnd,OutstandingData,FlowWindow,Retrans,PktSndPeriod(us),SendACK,SendNAK,RecvACK,RecvNAK,EstimatedBandwidth(Mb/s),Retrans_Total, NAK_TotalSent,Total Send Loss,Total Recv Loss
0.106407,0,19,1,0,112.099,8,8,8189,1,0,0,0,6,1,2.73928,1,0,1,0
0.875072,0,155,0,0,203.964,56,56,8189,0,0,0,0,57,0,5.04931,1,0,1,0
2.31521,0,410,0,0,207.012,120,120,8187,0,0,0,0,176,0,5.84003,1,0,1,0
4.65268,0,824,0,0,204.66,196,196,8191,0,0,0,0,377,0,222.672,1,0,1,0
6.77038,0,1199,0,0,209.749,273,273,8189,0,0,0,0,567,0,379.721,1,0,1,0
8.38992,0,1486,0,0,205.271,346,346,8189,0,0,0,0,709,0,143.047,1,0,1,0
9.575,0,1696,3,0,214.774,400,400,7808,3,0,0,0,625,2,406.797,4,0,4,0
10.1296,0,1794,0,0,207.753,464,464,8189,0,0,0,0,866,0,780.74,4,0,4,0
14.1596,0,2508,0,0,208.969,542,541,8190,0,0,0,0,1220,0,448.581,4,0,4,0
16.6185,0,2943,0,0,216.38,621,621,8189,0,0,0,0,1436,0,307.997,4,0,4,0
18.3058,0,3242,0,0,210.024,698,698,8187,0,0,0,0,1587,0,232.46,4,0,4,0
16.6335,0,2946,9,0,208.551,745,745,7457,9,0,0,0,1079,3,759.989,13,0,13,0
14.7317,0,2609,127,0,208.116,782,782,8191,127,0,0,0,862,33,200.961,140,0,140,0
0,0,0,0,0,208.116,782,782,8191,0,0,0,0,0,0,200.961,140,0,140,0
5.18488,0,919,782,0,204.074,60,60,8189,782,0,0,0,70,0,1145.56,922,0,922,0
2.83979,0,503,0,0,204.402,132,132,8189,0,0,0,0,219,0,1018.19,922,0,922,0
4.85014,0,859,0,0,203.86,207,207,8189,0,0,0,0,398,0,205.186,922,0,922,0
6.96025,0,1233,0,0,214.41,283,283,8185,0,0,0,0,583,0,326.036,922,0,922,0
7.92079,0,1403,0,0,207.592,351,351,8187,0,0,0,0,671,0,739.572,922,0,922,0
11.2064,0,1986,0,0,205.326,429,429,8187,0,0,0,0,958,0,294.442,922,0,922,0
13.213,0,2340,0,0,213.006,507,507,8191,0,0,0,0,1134,0,106.617,922,0,922,0
15.6233,0,2767,0,0,203.95,586,586,8189,0,0,0,0,1348,0,76.9879,922,0,922,0
16.8053,0,2978,0,0,206.171,660,660,8191,0,0,0,0,1455,0,719.194,922,0,922,0
18.3321,0,3247,0,0,212.082,733,733,8187,0,0,0,0,1593,0,340.416,922,0,922,0
16.9608,0,3004,14,0,218.362,780,780,8191,14,0,0,0,1111,3,553.47,936,0,936,0
14.0324,0,2487,93,0,213.729,814,814,8189,93,0,0,0,827,26,594.181,1029,0,1029,0
8.35605,0,1480,10,0,214.18,826,826,8191,10,0,0,0,327,10,794.645,1039,0,1039,0
4.67882,0,829,829,0,211.214,7,30,8188,829,0,0,0,5,3,986.107,1868,0,1868,0
0.581238,0,103,0,0,204.183,41,41,8189,0,0,0,0,35,0,2277.66,1868,0,1868,0
2.34337,0,415,0,0,212.309,113,113,8189,0,0,0,0,174,0,2244.96,1868,0,1868,0
4.45141,0,789,0,0,205.586,189,189,8191,0,0,0,0,361,0,646.092,1868,0,1868,0
6.08944,0,1079,0,0,208.056,261,261,8189,0,0,0,0,507,0,104.437,1868,0,1868,0
7.84599,0,1391,0,0,205.329,333,333,8191,0,0,0,0,663,0,148.271,1868,0,1868,0
