SendRate(Mb/s),ReceiveRate(Mb/s),SendPackets,Send Loss,Recv Loss,RTT(ms),CWnd,OutstandingData,FlowWindow,Retrans,PktSndPeriod(us),SendACK,SendNAK,RecvACK,RecvNAK,EstimatedBandwidth(Mb/s),Retrans_Total, NAK_TotalSent,Total Send Loss,Total Recv Loss
0.0227529,0,2,0,0,100,2,2,8192,0,0,0,0,0,0,0.011648,0,0,0,0
0.0232859,0,2,2,0,100,2,2,8192,2,0,0,0,0,0,0.011648,2,0,2,0
0.19793,0,17,0,0,129.828,5,4,8189,0,0,0,0,9,0,6.39475,2,0,2,0
0.314423,0,27,0,0,180.637,7,7,8189,0,0,0,0,14,0,9.66784,2,0,2,0
0.454085,0,39,0,0,202.926,9,9,8189,0,0,0,0,21,0,11.054,2,0,2,0
0.512319,0,44,0,0,205.258,11,11,8189,0,0,0,0,22,0,11.4966,2,0,2,0
0.675325,0,58,0,0,207.224,14,14,8190,0,0,0,0,31,0,11.846,2,0,2,0
0.861669,0,74,0,0,204.18,16,16,8189,0,0,0,0,38,0,12.1139,2,0,2,0
1.01275,0,87,0,0,205.317,19,19,8190,0,0,0,0,44,0,12.3935,2,0,2,0
1.12962,0,97,0,0,208.006,21,21,8189,0,0,0,0,51,0,12.0324,2,0,2,0
1.30419,0,112,0,0,205.304,24,24,8185,0,0,0,0,58,0,11.6596,2,0,2,0
1.21113,0,104,2,0,204.623,26,26,8189,2,0,0,0,51,2,11.9974,4,0,4,0
1.23433,0,106,0,0,205.237,27,27,8189,0,0,0,0,42,0,12.871,4,0,4,0
1.6419,0,141,0,0,210.766,30,30,8183,0,0,0,0,71,0,16.8197,4,0,4,0
1.58336,0,136,0,0,205.126,32,32,8189,0,0,0,0,71,0,19.8482,4,0,4,0
1.8978,0,163,0,0,205.954,34,34,8189,0,0,0,0,84,0,24.1463,4,0,4,0
2.06073,0,177,0,0,204.559,37,37,8189,0,0,0,0,90,0,26.5225,4,0,4,0
2.2122,0,190,0,0,205.342,39,39,8189,0,0,0,0,97,0,28.8404,4,0,4,0
2.17747,0,187,0,0,207.134,42,42,8191,0,0,0,0,96,0,25.7537,4,0,4,0
