SendRate(Mb/s),ReceiveRate(Mb/s),SendPackets,Send Loss,Recv Loss,RTT(ms),CWnd,OutstandingData,FlowWindow,Retrans,PktSndPeriod(us),SendACK,SendNAK,RecvACK,RecvNAK,EstimatedBandwidth(Mb/s),Retrans_Total, NAK_TotalSent,Total Send Loss,Total Recv Loss
0.145557,0,26,1,0,106.956,17,3,8189,1,66568.5,0,0,5,1,2.77882,1,0,1,0
0.118567,0,21,0,0,163.511,18,7,8189,0,31228.4,0,0,13,0,5.18486,1,0,1,0
0.350016,0,62,0,0,205.038,26,21,8189,0,10635.8,0,0,32,0,5.73837,1,0,1,0
0.880797,0,156,0,0,207.782,44,41,8188,0,4629.16,0,0,63,0,5.85698,1,0,1,0
1.05603,0,187,0,0,206.79,40,40,8191,0,2906.79,0,0,65,0,5.76661,1,0,1,0
0.970965,0,172,0,0,207.305,36,36,8187,0,2212.28,0,0,56,0,5.76661,1,0,1,0
0.931744,0,165,0,0,206.022,34,34,8189,0,1824.74,0,0,49,0,7.95803,1,0,1,0
0.852696,0,151,0,0,206.942,36,36,8190,0,261.231,0,0,47,0,255.939,1,0,1,0
0.892135,0,158,0,0,206.736,35,35,8189,0,71.2859,0,0,51,0,298.519,1,0,1,0
0.863856,0,153,0,0,207.746,31,31,8179,0,42.3226,0,0,49,0,276.91,1,0,1,0
7.04512,0,1248,0,0,207.974,13653,1146,8189,0,36.216,0,0,44,0,55.1301,1,0,1,0
76.4951,0,13551,6088,0,212.035,54243,8183,8183,6088,98,0,0,14,309,26.7659,6089,0,6089,0
29.2056,0,5172,8348,0,236.414,125955,7172,8134,5172,114.257,0,0,16,13,1417.75,11261,0,14437,0
23.8286,0,4221,83,0,236.414,125955,8134,8134,3259,165,0,0,0,52,1417.75,14520,0,14520,0
75.2929,0,13349,8134,0,211.025,133725,8050,8050,8134,24.4734,0,0,35,0,3007.74,22654,0,22654,0
73.227,0,12968,12731,0,211.578,147101,7547,7547,12076,40,0,0,5,73,2673.48,34730,0,35385,0
60.8273,0,10781,7616,0,214.278,126051,7089,8106,8271,38.1677,0,0,7,2,2485.45,43001,0,43001,0
33.9051,0,6004,10482,0,214.278,126051,8191,8191,4902,56,0,0,0,46,2485.45,47903,0,53483,0
36.1467,0,6401,151,0,217.583,143036,8191,8191,5731,68,0,0,9,3,2123.37,53634,0,53634,0
50.7931,0,8998,8309,0,219.275,113176,8191,8191,8309,80,0,0,9,18,1925.73,61943,0,61943,0
56.4594,0,10023,8191,0,220.365,152223,8022,8167,8191,75.1878,0,0,5,0,1576.07,70134,0,70134,0
31.5549,0,5589,8712,0,218.536,154236,3766,7428,5444,90.7715,0,0,5,22,1367.62,75578,0,78846,0
53.055,0,9396,641,0,215.111,164807,7619,8050,1447,140,0,0,7,20,2208.84,77025,0,79487,0
67.1169,0,11904,8090,0,208.67,137902,7120,8111,1669,35,0,0,35,6,2741.57,78694,0,87577,0
67.342,0,11925,13616,0,208.792,144958,8022,8023,10854,39.6824,0,0,2,34,2571.88,89548,0,101193,0
34.3056,0,6078,8411,0,209.009,132844,8191,8191,5310,49,0,0,6,16,2641.99,94858,0,109604,0
54.6133,0,9681,8491,0,212.514,120527,8157,8157,9033,54,0,0,5,3,2344.08,103891,0,118095,0
36.7114,0,6502,292,0,217.194,137535,8191,8191,5620,66,0,0,7,22,2039.45,109511,0,118387,0
51.1546,0,9062,8315,0,217.498,147403,8191,8191,8315,92,0,0,4,24,2117.85,117826,0,126702,0
50.8359,0,9005,8191,0,217.549,168146,7110,8150,8191,88.7345,0,0,6,0,1980.31,126017,0,134893,0
54.9997,0,9742,8249,0,214.614,139757,3747,8155,5646,106,0,0,12,20,987.067,131663,0,143142,0
44.6242,0,7909,8163,0,213.047,166601,283,2028,3496,128.083,0,0,3,15,1560.29,135159,0,151305,0
91.7601,0,16271,5864,0,208.902,146711,8191,8191,5864,51,0,0,28,69,2285.08,141023,0,157169,0
53.5543,0,9491,8569,0,209.832,153379,8191,8191,8569,62,0,0,10,21,2702.46,149592,0,165738,0
50.3649,0,8920,8376,0,210.563,151562,8191,8191,8210,69,0,0,3,2,2287.51,157802,0,174114,0
51.5122,0,9123,8318,0,211.043,171851,6817,8182,8484,71.324,0,0,8,4,2381.74,166286,0,182432,0
28.1416,0,4986,8885,0,211.146,157776,6428,6924,3621,122.313,0,0,6,27,1810.79,169907,0,191317,0
49.701,0,8810,297,0,208.669,124585,2845,7828,3470,87.3237,0,0,26,20,2279.44,173377,0,191614,0
82.1981,0,14560,5969,0,206.968,151509,8138,8138,5969,56,0,0,24,68,1314.93,179346,0,197583,0
52.0112,0,9215,8358,0,209.52,180881,8191,8191,8305,68,0,0,8,10,2207.64,187651,0,205941,0
60.1913,0,10663,8191,0,214.971,152102,8191,8191,8244,59.8591,0,0,13,0,2307.79,195895,0,214132,0
38.1017,0,6749,9098,0,217.691,141917,6432,8178,6749,77.5537,0,0,10,27,1809.77,202644,0,223230,0
47.4547,0,8423,8178,0,215.464,145371,1906,4068,6677,127.514,0,0,5,38,1461.55,209321,0,231408,0
51.3954,0,9108,541,0,207.693,135717,1950,8120,1919,97.5674,0,0,53,25,2079.71,211240,0,231949,0
53.2086,0,9425,1300,0,207.831,126881,7955,7955,1300,125,0,0,21,48,2137.38,212540,0,233249,0
51.3154,0,9098,7955,0,207.681,143236,2349,4732,6749,75.7575,0,0,9,0,2278.92,219289,0,241204,0
48.4068,0,8573,9728,0,207.528,155348,8187,8187,2373,156,0,0,6,82,2414.57,221662,0,250932,0
47.6478,0,8444,7,0,207.327,146032,3141,8152,4239,105,0,0,31,1,1568.08,225901,0,250939,0
67.9503,0,12035,2349,0,207.848,142373,6740,8113,2349,115,0,0,24,64,1685.89,228250,0,253288,0
22.5154,0,3988,8316,0,208.232,122701,6858,7543,2615,138.836,0,0,3,17,1458.33,230865,0,261604,0
86.2007,0,15314,3866,0,207.086,105737,8191,8191,9567,51,0,0,20,43,2152.91,240432,0,265470,0
47.4459,0,8421,8276,0,207.334,92652,4897,4897,8276,57,0,0,3,4,2060.23,248708,0,273746,0
66.1309,0,11720,7226,0,208.479,100459,8191,8191,7226,78,0,0,7,57,2359.36,255934,0,280972,0
44.0295,0,7816,8191,0,213.953,136973,5770,6221,7816,74.5127,0,0,6,0,1404.78,263750,0,289163,0
60.4568,0,10714,6510,0,215.086,154474,4634,8023,6885,99,0,0,6,11,2147.13,270635,0,295673,0
