SendRate(Mb/s),ReceiveRate(Mb/s),SendPackets,Send Loss,Recv Loss,RTT(ms),CWnd,OutstandingData,FlowWindow,Retrans,PktSndPeriod(us),SendACK,SendNAK,RecvACK,RecvNAK,EstimatedBandwidth(Mb/s),Retrans_Total, NAK_TotalSent,Total Send Loss,Total Recv Loss
0.184827,0,33,0,0,137.018,14,14,8191,0,0,0,0,12,0,3.93666,0,0,0,0
1.64303,0,291,0,0,205.572,113,113,8187,0,0,0,0,99,0,5.41078,0,0,0,0
9.19984,0,1630,3,0,224.742,658,658,8162,3,0,0,0,545,2,297.847,3,0,3,0
18.142,0,3213,50,0,216.453,1215,1215,8189,50,0,0,0,557,40,963.487,53,0,53,0
10.9615,0,1943,834,0,224.801,1585,1585,8189,834,0,0,0,370,33,357.394,887,0,887,0
9.76539,0,1732,1586,0,206.653,147,147,8191,1586,0,0,0,145,1,708.694,2473,0,2473,0
11.0125,0,1952,0,0,219.651,750,749,8189,0,0,0,0,603,0,355.575,2473,0,2473,0
4.49161,0,796,35,0,227.779,792,792,8191,35,0,0,0,359,4,777.673,2508,0,2508,0
4.50066,0,798,797,0,216.521,11,11,8163,797,0,0,0,9,5,1213.61,3305,0,3305,0
0.937046,0,166,0,0,207.67,65,65,8189,0,0,0,0,54,0,1772.97,3305,0,3305,0
6.4515,0,1143,0,0,218.327,396,396,8189,0,0,0,0,407,0,622.929,3305,0,3305,0
10.6463,0,1887,0,0,205.644,398,398,8189,0,0,0,0,946,0,131.282,3305,0,3305,0
10.8225,0,1917,0,0,209.988,400,400,8191,0,0,0,0,959,0,717.149,3305,0,3305,0
10.3032,0,1825,0,0,208.709,403,403,8191,0,0,0,0,912,0,1284.32,3305,0,3305,0
11.4039,0,2020,0,0,205.626,405,405,8189,0,0,0,0,1012,0,851.464,3305,0,3305,0
11.3805,0,2016,0,0,217.348,408,408,8189,0,0,0,0,1009,0,401.127,3305,0,3305,0
9.11968,0,1615,7,0,214.587,410,410,8188,7,0,0,0,809,3,478.035,3312,0,3312,0
10.1303,0,1795,0,0,204.846,411,411,8187,0,0,0,0,700,0,462.261,3312,0,3312,0
10.8397,0,1920,0,0,205.686,414,414,8187,0,0,0,0,963,0,146.187,3312,0,3312,0
11.7093,0,2074,0,0,204.15,416,416,8189,0,0,0,0,1041,0,512.036,3312,0,3312,0
11.6874,0,2071,0,0,204.434,419,419,8189,0,0,0,0,1038,0,440.668,3312,0,3312,0
11.8359,0,2098,0,0,216.348,421,421,8189,0,0,0,0,1052,0,833.955,3312,0,3312,0
9.5479,0,1691,1,0,206.839,423,423,8189,1,0,0,0,636,1,772.991,3313,0,3313,0
11.9625,0,2119,0,0,206.428,425,425,8191,0,0,0,0,1061,0,134.677,3313,0,3313,0
11.2899,0,2000,0,0,205.104,428,428,8187,0,0,0,0,1001,0,737.922,3313,0,3313,0
10.6691,0,1890,0,0,210.831,430,430,8187,0,0,0,0,948,0,929.418,3313,0,3313,0
9.80744,0,1737,5,0,206.797,431,431,8190,5,0,0,0,654,4,1618.71,3318,0,3318,0
12.1903,0,2159,0,0,205.482,434,434,8189,0,0,0,0,1081,0,215.618,3318,0,3318,0
12.2689,0,2173,0,0,210.575,436,436,8189,0,0,0,0,1092,0,265.253,3318,0,3318,0
11.8783,0,2104,0,0,208.386,439,439,8189,0,0,0,0,1055,0,166,3318,0,3318,0
11.2617,0,1995,0,0,205.082,441,441,8189,0,0,0,0,1001,0,266.162,3318,0,3318,0
11.5971,0,2054,0,0,208.158,443,443,8191,0,0,0,0,1028,0,148.147,3318,0,3318,0
12.5175,0,2217,4,0,210.848,445,445,7750,4,0,0,0,887,2,254.459,3322,0,3322,0
11.1683,0,1978,0,0,206.965,448,448,8189,0,0,0,0,991,0,1215.79,3322,0,3322,0
11.5831,0,2052,0,0,204.638,450,450,8189,0,0,0,0,1028,0,509.952,3322,0,3322,0
12.7074,0,2251,0,0,206.621,452,452,8189,0,0,0,0,1128,0,250.076,3322,0,3322,0
12.7934,0,2267,0,0,211.746,455,455,8189,0,0,0,0,1135,0,257.814,3322,0,3322,0
12.4957,0,2214,0,0,207.214,457,457,8189,0,0,0,0,1109,0,755.669,3322,0,3322,0
12.3518,0,2188,0,0,205.308,460,460,8187,0,0,0,0,1095,0,223.429,3322,0,3322,0
11.9136,0,2110,0,0,209.891,462,460,8189,0,0,0,0,1058,0,160.025,3322,0,3322,0
12.5192,0,2218,0,0,205.304,464,464,8189,0,0,0,0,1110,0,214.488,3322,0,3322,0
13.094,0,2319,0,0,215.361,467,467,8189,0,0,0,0,1161,0,499.831,3322,0,3322,0
10.5809,0,1874,2,0,214.173,469,469,8189,2,0,0,0,939,2,861.54,3324,0,3324,0
13.2472,0,2346,0,0,209.078,471,471,8189,0,0,0,0,940,0,286.625,3324,0,3324,0
13.0857,0,2318,0,0,209.114,473,473,8189,0,0,0,0,1162,0,1059.2,3324,0,3324,0
11.9816,0,2123,0,0,207.724,476,476,8189,0,0,0,0,1064,0,431.84,3324,0,3324,0
13.0482,0,2311,0,0,204.247,478,478,8187,0,0,0,0,1158,0,683.109,3324,0,3324,0
12.8483,0,2277,0,0,205.643,480,480,8189,0,0,0,0,1143,0,587.42,3324,0,3324,0
13.595,0,2408,0,0,207.251,483,483,8189,0,0,0,0,1204,0,253.584,3324,0,3324,0
13.3505,0,2369,0,0,204.217,485,485,8191,0,0,0,0,1187,0,166.593,3324,0,3324,0
13.3541,0,2380,0,0,203.894,488,488,8189,0,0,0,0,1191,0,102.46,3324,0,3324,0
12.8496,0,2276,0,0,208.303,490,490,8189,0,0,0,0,1140,0,230.822,3324,0,3324,0
12.6253,0,2236,0,0,209.832,492,492,8183,0,0,0,0,1121,0,121.11,3324,0,3324,0
13.9166,0,2468,0,0,213.428,495,495,8187,0,0,0,0,1236,0,238.391,3324,0,3324,0
11.1798,0,1981,1,0,204.861,496,496,8189,1,0,0,0,744,1,785.789,3325,0,3325,0
14.0276,0,2485,0,0,204.106,499,499,8189,0,0,0,0,1246,0,773.126,3325,0,3325,0
12.6781,0,2246,0,0,204.954,501,500,8189,0,0,0,0,1126,0,284.484,3325,0,3325,0
13.3976,0,2373,0,0,204.274,503,501,8191,0,0,0,0,1189,0,228.784,3325,0,3325,0
13.6017,0,2409,0,0,207.471,506,506,8191,0,0,0,0,1206,0,81.2465,3325,0,3325,0
14.3132,0,2535,0,0,207.04,508,508,8189,0,0,0,0,1268,0,399.376,3325,0,3325,0
14.3839,0,2548,0,0,208.253,511,511,8189,0,0,0,0,1273,0,1867.54,3325,0,3325,0
13.884,0,2459,0,0,204.447,513,513,8187,0,0,0,0,1233,0,357.044,3325,0,3325,0
14.0353,0,2487,0,0,204.165,516,516,8189,0,0,0,0,1245,0,291.171,3325,0,3325,0
10.2167,0,1811,8,0,209.74,517,517,8189,8,0,0,0,668,5,562.157,3333,0,3333,0
13.6065,0,2410,7,0,209.6,519,519,7775,7,0,0,0,930,6,671.389,3340,0,3340,0
12.3092,0,2180,0,0,205.615,521,521,8187,0,0,0,0,1091,0,822.699,3340,0,3340,0
14.7405,0,2611,0,0,204.372,523,523,8189,0,0,0,0,1307,0,2288.03,3340,0,3340,0
14.5733,0,2582,0,0,210.502,526,526,8189,0,0,0,0,1292,0,317.327,3340,0,3340,0
14.5072,0,2570,0,0,206.266,528,528,8189,0,0,0,0,1285,0,184.616,3340,0,3340,0
13.5088,0,2394,0,0,210.891,530,530,8189,0,0,0,0,1200,0,186.034,3340,0,3340,0
14.0321,0,2485,0,0,205.572,533,533,8187,0,0,0,0,1244,0,187.802,3340,0,3340,0
15.059,0,2668,0,0,208.024,535,535,8189,0,0,0,0,1336,0,533.239,3340,0,3340,0
9.36208,0,1658,20,0,217.585,536,536,8185,20,0,0,0,559,15,300.152,3360,0,3360,0
