SendRate(Mb/s),ReceiveRate(Mb/s),SendPackets,Send Loss,Recv Loss,RTT(ms),CWnd,OutstandingData,FlowWindow,Retrans,PktSndPeriod(us),SendACK,SendNAK,RecvACK,RecvNAK,EstimatedBandwidth(Mb/s),Retrans_Total, NAK_TotalSent,Total Send Loss,Total Recv Loss
0.011586,0,26,1,0,108.159,48913,4,8190,1,52023.4,0,0,5,1,0.21728,1,0,1,0
0.0152286,0,34,0,0,183.583,5564,9,8190,0,19715.3,0,0,21,0,0.43456,1,0,1,0
0.0398655,0,89,0,0,205.089,40,25,8189,0,8148.49,0,0,49,0,0.45248,1,0,1,0
0.0801748,0,179,0,0,206.587,50,45,8189,0,4449.94,0,0,71,0,0.473536,1,0,1,0
0.0895719,0,200,0,0,207.858,43,40,8187,0,3147.4,0,0,64,0,0.458752,1,0,1,0
0.100287,0,224,0,0,206.025,55,51,8185,0,2546.33,0,0,51,0,0.561792,1,0,1,0
5.20806,0,11631,3582,0,206.106,136418,7179,8191,3582,87,0,0,40,56,189.175,3583,0,3583,0
2.24419,0,5011,8951,0,206.381,197209,6555,7847,3999,105.263,0,0,12,20,238.008,7582,0,12534,0
3.92527,0,8769,590,0,205.942,186242,8191,8191,5542,142,0,0,13,31,266.041,13124,0,13124,0
3.2578,0,7284,8191,0,205.089,188609,2406,7916,4579,64.7571,0,0,12,0,241.407,17703,0,21315,0
3.86925,0,8645,8530,0,204.985,153542,0,471,2556,124,0,0,8,18,245.62,20259,0,29845,0
6.80881,0,15213,4362,0,204.868,194424,8191,8191,4400,66,0,0,25,51,275.958,24659,0,34207,0
2.95845,0,6606,8622,0,204.824,177429,7119,7862,6606,81.8683,0,0,4,5,268.847,31265,0,42829,0
4.29354,0,9588,7862,0,205.156,195954,6666,7820,8845,111.07,0,0,5,4,269.105,40110,0,50691,0
1.84368,0,4117,7831,0,205.203,188733,0,622,2963,120.482,0,0,3,2,275.04,43073,0,58522,0
7.19851,0,16086,5181,0,205.052,160141,8191,8191,5263,87,0,0,25,52,220.171,48336,0,63703,0
3.13673,0,7004,8255,0,204.633,170571,7139,8069,7004,92.5573,0,0,6,5,200.642,55340,0,71958,0
4.40974,0,9850,7568,0,204.714,168628,5870,8179,8825,104.13,0,0,9,5,243.085,64165,0,79526,0
3.7233,0,8313,6770,0,204.816,194378,1890,8191,4977,105.61,0,0,16,6,216.278,69142,0,86296,0
6.04945,0,13523,4793,0,204.598,204716,8191,8191,4793,95,0,0,19,65,258.677,73935,0,91089,0
4.23082,0,9449,16287,0,204.997,180688,8096,8126,8282,86.3831,0,0,9,0,218.117,82217,0,107376,0
3.62425,0,8101,0,0,204.892,188640,7929,7929,8005,109.182,0,0,2,8,224.944,90222,0,107376,0
2.70098,0,6032,8053,0,204.861,173965,3276,8089,2206,129,0,0,7,8,218.313,92428,0,115429,0
4.68324,0,10459,1278,0,205.095,142852,5277,8052,1278,107,0,0,33,31,256.448,93706,0,116707,0
2.66613,0,5955,8147,0,205.106,159796,6401,6541,3180,134.241,0,0,2,9,264.414,96886,0,124854,0
7.1151,0,15898,4406,0,205.479,173462,8189,8191,4439,84,0,0,31,49,248.278,101325,0,129260,0
2.09547,0,4679,8644,0,205.015,155461,5804,8015,4677,97.9003,0,0,15,8,234.458,106002,0,137904,0
4.26422,0,9527,1389,0,204.999,171591,8099,8099,5356,122,0,0,14,33,277.752,111358,0,139293,0
3.71783,0,8305,8099,0,205.785,170976,1976,4328,6329,104.748,0,0,11,0,233.603,117687,0,147392,0
3.81614,0,8521,8279,0,205.636,169376,8115,8183,1858,123.266,0,0,7,8,210.25,119545,0,155671,0
4.62145,0,10320,1563,0,204.987,193636,5959,8149,1611,66,0,0,26,30,273.693,121156,0,157234,0
2.62216,0,5856,9514,0,204.997,198653,7713,7756,3666,106.278,0,0,2,35,267.154,124822,0,166748,0
4.46238,0,9966,7777,0,205.113,193304,4767,5335,7830,161.015,0,0,14,16,305.562,132652,0,174525,0
3.40003,0,7595,0,0,204.937,197931,2098,8191,3870,96.0557,0,0,35,0,256.439,136522,0,174525,0
3.91877,0,8753,8610,0,205.027,198463,8191,8191,788,135,0,0,15,23,286.01,137310,0,183135,0
3.26147,0,7282,0,0,204.71,204557,3335,7998,1165,38.4506,0,0,28,0,258.669,138475,0,183135,0
4.79636,0,10725,12808,0,204.969,208164,8191,8191,5476,88,0,0,3,54,269.519,143951,0,195943,0
4.971,0,11109,8147,0,204.688,203608,6840,7197,10155,101.793,0,0,10,7,268.714,154106,0,204090,0
4.30015,0,9604,7199,0,204.642,207226,1676,1795,8307,126,0,0,3,3,281.284,162413,0,211289,0
5.34414,0,11933,2009,0,204.578,195842,8108,8191,2009,122,0,0,26,41,305.387,164422,0,213298,0
1.77699,0,3968,8280,0,205.256,183368,5918,8191,3885,118.394,0,0,9,6,244.114,168307,0,221578,0
5.37149,0,12035,2525,0,205.938,183341,5115,5115,6920,89,0,0,12,35,276.825,175227,0,224103,0
3.71576,0,8301,5182,0,205.541,189835,7206,8191,5182,96,0,0,5,1,240.046,180409,0,229285,0
2.3321,0,5214,8915,0,205.308,179853,5814,7067,4229,111.773,0,0,6,11,222.708,184638,0,238200,0
4.14131,0,9246,166,0,204.701,197096,1903,7993,2992,107.383,0,0,19,8,276.632,187630,0,238366,0
5.62402,0,12562,4159,0,204.495,193008,8191,8191,4159,115,0,0,19,57,254.624,191789,0,242525,0
3.68127,0,8219,8191,0,205.531,182092,3041,7624,8191,53.3456,0,0,26,0,190.557,199980,0,250716,0
4.38557,0,9795,3489,0,205.638,196033,8175,8175,3489,110,0,0,4,51,208.086,203469,0,254205,0
4.63166,0,10349,8175,0,205.741,172010,4588,8118,8078,61.9542,0,0,21,0,222.495,211547,0,262380,0
2.76703,0,6181,10131,0,205.741,172010,8118,8118,2651,114,0,0,0,62,222.495,214198,0,272511,0
4.39864,0,9824,0,0,204.864,144558,2354,6057,7470,91.9798,0,0,16,0,210.461,221668,0,272511,0
3.91226,0,8743,8682,0,204.784,176366,7774,7792,2644,112.099,0,0,6,16,223.38,224312,0,281193,0
3.52925,0,7886,372,0,204.983,199301,5920,8191,564,131,0,0,15,21,278.087,224876,0,281565,0
6.20282,0,13850,8367,0,205.127,171050,6946,8191,3433,45,0,0,28,28,226.858,228309,0,289932,0
3.5138,0,7849,11466,0,205.272,172270,7680,8191,6275,82.8862,0,0,6,29,183.497,234584,0,301398,0
4.95819,0,11075,8191,0,205.175,195369,7073,7816,9947,98.4374,0,0,8,9,214.867,244531,0,309589,0
2.17886,0,4868,7893,0,205.175,195369,7816,7816,4125,141,0,0,0,4,214.867,248656,0,317482,0
3.60625,0,8060,0,0,204.608,177063,1997,8004,4188,85.1628,0,0,25,0,218.3,252844,0,317482,0
4.97618,0,11123,3495,0,204.731,174048,8071,8071,3495,156,0,0,13,61,214.713,256339,0,320977,0
2.85393,0,6374,8071,0,204.864,177039,3292,7697,6374,92.9346,0,0,32,0,263.706,262713,0,329048,0
3.56791,0,7969,8318,0,204.749,160376,7734,7734,2722,129,0,0,4,16,246.9,265435,0,337366,0
5.77892,0,12916,936,0,205.339,178790,6575,8070,3798,43,0,0,28,28,253.203,269233,0,338302,0
4.12511,0,9213,12203,0,205.175,184683,7544,7893,7597,69.5192,0,0,5,42,240.305,276830,0,350505,0
2.78904,0,6231,488,0,205.109,194693,8191,8191,5221,86,0,0,3,7,233.801,282052,0,350993,0
4.83956,0,10807,8489,0,205.483,206312,8191,8191,8489,103,0,0,6,7,244.71,290541,0,359482,0
2.78482,0,6219,8555,0,205.37,180701,5695,8167,6219,98.4374,0,0,6,9,231.588,296760,0,368037,0
4.2046,0,9390,7443,0,205.196,188913,1910,8000,5850,106.952,0,0,10,7,219.151,302610,0,375480,0
4.60935,0,10293,2405,0,204.926,168128,8081,8081,2405,165,0,0,15,65,260.957,305015,0,377885,0
2.35894,0,5271,8081,0,204.248,207001,4322,7740,5271,114.147,0,0,19,0,262.076,310286,0,385966,0
3.73462,0,8341,278,0,204.209,206299,1450,8090,3088,132.197,0,0,25,13,264.079,313374,0,386244,0
5.77058,0,12892,2599,0,205.575,183902,8191,8191,2599,129,0,0,35,57,244.365,315973,0,388843,0
1.7964,0,4011,8465,0,205.274,152975,6225,7959,4011,80.6495,0,0,11,11,226.403,319984,0,397308,0
6.31094,0,14090,10773,0,204.866,171000,8178,8178,10072,44,0,0,12,14,205.05,330056,0,408081,0
6.27403,0,14008,7756,0,205.244,176988,3607,8191,12911,42.868,0,0,7,0,214.39,342967,0,415837,0
5.5281,0,12350,11554,0,205.149,195550,7227,7408,7766,61.8313,0,0,4,38,221.284,350733,0,427391,0
3.12756,0,6983,8555,0,205.132,197986,8140,8140,6045,99,0,0,1,5,225.772,356778,0,435946,0
2.88407,0,6440,0,0,204.998,181478,6557,6557,6298,96.1443,0,0,3,0,212.625,363076,0,435946,0
