SendRate(Mb/s),ReceiveRate(Mb/s),SendPackets,Send Loss,Recv Loss,RTT(ms),CWnd,OutstandingData,FlowWindow,Retrans,PktSndPeriod(us),SendACK,SendNAK,RecvACK,RecvNAK,EstimatedBandwidth(Mb/s),Retrans_Total, NAK_TotalSent,Total Send Loss,Total Recv Loss
0.259592,0,23,16,0,100,17,13,8190,7,61349.7,0,0,3,0,3.83219,7,0,16,0
0.232892,0,20,0,0,171.557,17,5,8190,9,35714.3,0,0,18,0,10.9841,16,0,16,0
0.512318,0,44,0,0,205.135,23,12,8189,0,17241.4,0,0,30,0,11.846,16,0,16,0
1.01311,0,87,0,0,207.25,32,24,8189,0,9174.31,0,0,51,0,12.1838,16,0,16,0
1.74625,0,150,0,0,204.778,43,38,8189,0,5714.29,0,0,67,0,13.0108,16,0,16,0
2.32826,0,200,0,0,204.255,47,44,8188,0,4081.63,0,0,71,0,14.2339,16,0,16,0
2.44519,0,210,0,0,203.887,48,46,8191,0,3194.89,0,0,72,0,19.0561,16,0,16,0
2.2818,0,196,2,0,206.751,61,39,8136,2,3613.89,0,0,42,2,26.0682,18,0,18,0
2.73357,0,235,0,0,207.578,49,48,8189,0,2987.66,0,0,62,0,49.6205,18,0,18,0
2.84931,0,245,0,0,206.83,136,76,8191,0,1449.88,0,0,52,0,45.9863,18,0,18,0
4.86543,0,418,4,0,205.462,570,134,8179,4,1638.61,0,0,41,3,35.1886,22,0,22,0
7.94182,0,682,0,0,207.981,625,148,8178,0,1469.99,0,0,74,0,34.9207,22,0,22,0
8.71025,0,748,0,0,209.317,17005,166,8181,0,1339.99,0,0,72,0,35.1886,22,0,22,0
9.69914,0,833,0,0,206.877,3718,184,8184,0,1183.05,0,0,76,0,373.388,22,0,22,0
69.5545,0,5973,1743,0,217.407,9059,4096,8191,1743,223,0,0,25,234,766.322,1765,0,1765,0
32.3263,0,2776,6374,0,217.407,9059,6000,8191,872,404,0,0,0,140,766.322,2637,0,8139,0
111.301,0,9562,0,0,211.19,26326,8135,8191,5502,59.0484,0,0,51,0,555.738,8139,0,8139,0
96.9919,0,8329,11271,0,216.414,40886,7683,8161,8273,85.4122,0,0,10,76,520.456,16412,0,19410,0
62.2985,0,5354,8429,0,216.414,40886,8161,8161,4876,110,0,0,0,6,520.456,21288,0,27839,0
82.3744,0,7085,225,0,216.611,31471,8172,8172,6730,140,0,0,7,3,220.73,28018,0,28064,0
59.0744,0,5074,8172,0,220.325,28084,4817,8191,5074,139.609,0,0,5,0,469.764,33092,0,36236,0
79.551,0,6831,6004,0,220.677,39030,4982,7740,5644,157.502,0,0,3,11,868.51,38736,0,42240,0
65.3003,0,5608,451,0,220.677,39030,7071,8191,3519,288,0,0,0,27,868.51,42255,0,42691,0
40.7286,0,3499,8023,0,219.218,29880,5424,7185,2547,286.35,0,0,3,0,599.057,44802,0,50714,0
42.4664,0,3647,0,0,206.376,2834,815,8143,2378,270.976,0,0,32,0,40.8029,47180,0,50714,0
43.6841,0,3753,0,0,205.914,28395,875,8147,0,251.52,0,0,91,0,214.603,47180,0,50714,0
49.7306,0,4274,27,0,208.922,23132,1500,8191,27,389,0,0,81,7,89.7362,47207,0,50741,0
31.2773,0,2687,2455,0,209.066,5877,597,8150,555,386.743,0,0,20,4,36.6679,47762,0,53196,0
32.1707,0,2764,0,0,205.967,1822,592,8149,0,375.983,0,0,90,0,37.3784,47762,0,53196,0
34.0197,0,2923,0,0,206.455,6800,636,8163,0,350.423,0,0,89,0,49.8884,47762,0,53196,0
37.3304,0,3206,0,0,206.55,19047,796,8152,0,228.127,0,0,91,0,2281.56,47762,0,53196,0
60.0996,0,5161,928,0,213.477,8082,4406,8191,928,348,0,0,18,194,232.156,48690,0,54124,0
34.139,0,2932,5795,0,225.39,8563,4808,8127,1576,337.773,0,0,18,32,55.5493,50266,0,59919,0
36.9343,0,3176,0,0,207.543,31987,611,6464,2565,276.812,0,0,36,0,2163.48,52831,0,59919,0
67.6707,0,5814,1131,0,207.45,8762,4193,8191,1130,258,0,0,28,108,83.2599,53961,0,61050,0
40.4124,0,3471,5334,0,209.322,1359,3671,8009,2333,289.87,0,0,23,1,39.4984,56294,0,66384,0
42.5706,0,3657,0,0,206.667,8287,823,8146,955,270.361,0,0,56,0,53.4643,57249,0,66384,0
78.63,0,6756,247,0,206.423,12513,4136,8177,247,59,0,0,77,16,894.24,57496,0,66631,0
108.954,0,9363,5275,0,208.092,12610,8190,8190,5275,110,0,0,2,134,1035.76,62771,0,71906,0
96.7699,0,8311,8190,0,215.665,8932,7945,8191,8190,102.135,0,0,10,0,1758.28,70961,0,80096,0
86.8698,0,7467,8191,0,216.789,8977,7651,8191,7221,130,0,0,1,10,1541.96,78182,0,88287,0
76.6477,0,6584,8156,0,217.773,9016,8149,8191,6079,166,0,0,1,10,1352.89,84261,0,96443,0
36.0188,0,3096,7,0,217.773,9016,8191,8191,3054,187,0,0,0,1,1352.89,87315,0,96450,0
64.0406,0,5501,8191,0,222.48,5678,7104,8191,5501,167.571,0,0,10,0,1196.87,92816,0,104641,0
31.3031,0,2690,0,0,222.48,5678,7104,8191,2690,167.571,0,0,0,0,1196.87,95506,0,104641,0
48.6226,0,4179,7104,0,219.731,4474,5479,8191,4179,159.551,0,0,3,0,811.423,99685,0,111745,0
70.4335,0,6060,5479,0,217.713,13370,864,3597,5196,152.263,0,0,3,0,553.094,104881,0,117224,0
54.6059,0,4690,4242,0,214.885,8028,2683,7404,1786,240.256,0,0,8,27,401.122,106667,0,121466,0
43.0802,0,3701,282,0,207.232,14388,719,8149,973,219.091,0,0,41,15,175.57,107640,0,121748,0
44.9092,0,3859,67,0,206.375,4958,910,8142,67,235.597,0,0,58,10,280.391,107707,0,121815,0
122.361,0,10511,3339,0,208.079,17614,6462,8191,3265,126,0,0,38,78,357.908,110972,0,125154,0
40.2535,0,3460,9315,0,208.079,17614,8191,8191,1731,203,0,0,0,40,357.908,112703,0,134469,0
57.5052,0,4942,0,0,208.832,31509,7695,8191,4942,200.557,0,0,8,0,141.919,117645,0,134469,0
38.217,0,3284,72,0,208.832,31509,8191,8191,2788,287,0,0,0,7,141.919,120433,0,134541,0
33.4158,0,2870,8191,0,208.43,18726,5775,7634,2870,284.307,0,0,8,0,71.1926,123303,0,142732,0
40.5486,0,3486,0,0,208.262,21685,12,5933,3474,283.501,0,0,10,0,46.0795,126777,0,142732,0
43.4827,0,3735,0,0,206.077,4035,790,8152,0,283.103,0,0,75,0,34.4548,126777,0,142732,0
37.8126,0,3248,0,0,206.114,613,613,8175,0,231.232,0,0,92,0,1940.1,126777,0,142732,0
88.8979,0,7652,2165,0,209.21,12964,4804,8191,2132,189,0,0,37,90,143.154,128909,0,144897,0
40.606,0,3489,7427,0,213.054,9103,6861,8181,1231,338.298,0,0,7,36,79.0433,130140,0,152324,0
34.176,0,2936,0,0,205.327,2824,3864,7914,2936,333.959,0,0,49,0,43.1442,133076,0,152324,0
38.631,0,3318,0,0,205.942,708,685,8191,1704,226.738,0,0,38,0,1864.31,134780,0,152324,0
95.0337,0,8162,2817,0,213.775,2806,3663,8158,2817,103.989,0,0,65,46,103.702,137597,0,155141,0
56.7047,0,4879,3663,0,216.465,16207,4318,7836,3663,100.742,0,0,6,0,1697.11,141260,0,158804,0
69.0647,0,5935,10175,0,216.465,16207,8191,8191,2062,267,0,0,0,50,1697.11,143322,0,168979,0
50.2223,0,4314,0,0,209.886,13615,5099,8191,4314,204.225,0,0,34,0,47.6287,147636,0,168979,0
56.7779,0,4878,5634,0,209.886,13615,5634,8191,4343,204.225,0,0,0,0,47.6287,151979,0,174613,0
36.1406,0,3104,0,0,208.702,7298,582,8002,2530,328.402,0,0,13,4,35.4099,154509,0,174613,0
37.7686,0,3245,0,0,205.911,829,703,8163,0,323.118,0,0,87,0,41.362,154509,0,174613,0
40.9005,0,3513,0,0,205.798,7584,863,8163,0,228.266,0,0,94,0,854.008,154509,0,174613,0
74.6235,0,6410,1494,0,207.06,21717,4459,8172,1494,324,0,0,30,97,1616.42,156003,0,176107,0
38.3561,0,3299,5579,0,206.504,10127,3982,8191,2226,250.852,0,0,23,7,357.698,158229,0,181686,0
44.7578,0,3848,196,0,207.145,1698,1698,8178,2063,240,0,0,27,36,2304.38,160292,0,181882,0
38.4791,0,3305,1752,0,208.919,38404,1755,8078,1069,265,0,0,13,12,875.522,161361,0,183634,0
94.5644,0,8123,2145,0,210.554,18481,4982,8191,2145,256,0,0,35,98,936.499,163506,0,185779,0
46.1881,0,3968,7002,0,213.219,13944,5385,8191,2428,248.37,0,0,15,34,154.685,165934,0,192781,0
46.5474,0,3998,0,0,206.698,7585,775,8145,2501,238.438,0,0,65,0,45.6136,168435,0,192781,0
50.0325,0,4299,2,0,208.143,18969,1106,8153,2,183.444,0,0,72,2,113.463,168437,0,192783,0
47.78,0,4107,295,0,207.966,13764,1576,8178,295,296,0,0,55,42,83.19,168732,0,193078,0
40.9356,0,3519,2870,0,209.407,9088,745,8147,757,295.094,0,0,21,2,34.8275,169489,0,195948,0
44.0261,0,3783,0,0,207.105,7172,960,8156,0,217.299,0,0,93,0,329.417,169489,0,195948,0
56.9847,0,4894,335,0,209.854,4923,1858,8191,335,257.209,0,0,36,40,994.332,169824,0,196283,0
48.9232,0,4202,3221,0,207.717,11699,987,8144,818,211.511,0,0,25,0,89.9575,170642,0,199504,0
45.2753,0,3890,72,0,205.529,17838,810,8147,72,266.364,0,0,70,19,125.03,170714,0,199576,0
30.0733,0,2584,8,0,207.861,675,272,7582,8,274.849,0,0,62,7,71.6119,170722,0,199584,0
53.9881,0,4639,345,0,206.353,25769,1985,8188,323,188,0,0,68,21,97.7034,171045,0,199929,0
48.9469,0,4205,5119,0,207.956,17622,4558,8055,1304,267.56,0,0,4,40,375.368,172349,0,205048,0
46.1642,0,3965,0,0,206.119,8350,882,8148,1719,253.371,0,0,47,0,101.827,174068,0,205048,0
147.521,0,12670,4715,0,206.538,11960,7559,8191,4490,111,0,0,34,80,858.97,178558,0,209763,0
47.8489,0,4111,8962,0,207.11,8239,7764,8191,3479,139.622,0,0,10,31,251.457,182037,0,218725,0
71.4004,0,6135,0,0,207.11,8239,8191,8191,5708,139.622,0,0,0,0,251.457,187745,0,218725,0
28.1009,0,2414,8271,0,213.909,30892,6577,8024,2414,247.755,0,0,18,5,131.634,190159,0,226996,0
48.2011,0,4142,0,0,206.548,12916,2684,8137,4142,199.827,0,0,46,0,1377.62,194301,0,226996,0
57.6588,0,4966,223,0,207.395,19691,4687,8191,1938,238,0,0,8,21,493.351,196239,0,227219,0
51.6359,0,4439,5026,0,208.785,2125,1886,8183,1292,265,0,0,25,16,691.507,197531,0,232245,0
72.5693,0,6241,2076,0,209.068,3076,3155,8191,2076,78,0,0,35,33,500.794,199607,0,234321,0
121.799,0,10459,5085,0,210.042,14481,8191,8191,5085,99,0,0,6,49,577.974,204692,0,239406,0
63.6636,0,5472,9755,0,213.607,12958,7404,8191,5472,125.683,0,0,3,27,395.997,210164,0,249161,0
62.559,0,5372,302,0,213.607,12958,8191,8191,4585,160,0,0,0,10,395.997,214749,0,249463,0
59.4299,0,5108,8191,0,215.009,13039,7614,7630,5108,159.744,0,0,2,0,311.2,219857,0,257654,0
35.9597,0,3099,0,0,215.009,13039,7630,7630,3083,159.744,0,0,0,0,311.2,222940,0,257654,0
