SendRate(Mb/s),ReceiveRate(Mb/s),SendPackets,Send Loss,Recv Loss,RTT(ms),CWnd,OutstandingData,FlowWindow,Retrans,PktSndPeriod(us),SendACK,SendNAK,RecvACK,RecvNAK,EstimatedBandwidth(Mb/s),Retrans_Total, NAK_TotalSent,Total Send Loss,Total Recv Loss
0.000884813,0,2,0,0,100,2,2,8192,0,0,0,0,0,0,0.000448,0,0,0,0
0.000895753,0,2,2,0,100,2,2,8192,2,0,0,0,0,0,0.000448,2,0,2,0
0.00806258,0,18,0,0,128.599,5,5,8187,0,0,0,0,9,0,0.245952,2,0,2,0
0.0125396,0,28,0,0,182.971,7,7,8189,0,0,0,0,14,0,0.377664,2,0,2,0
0.0134332,0,30,0,0,204.64,9,9,8190,0,0,0,0,16,0,0.419776,2,0,2,0
0.0210428,0,47,0,0,206.955,11,11,8187,0,0,0,0,26,0,0.438592,2,0,2,0
0.0282154,0,63,0,0,208.308,14,14,8185,0,0,0,0,30,0,0.445312,2,0,2,0
0.0322428,0,72,0,0,206.836,16,16,8189,0,0,0,0,39,0,0.449792,2,0,2,0
0.03941,0,88,0,0,209.652,19,19,8185,0,0,0,0,44,0,0.448448,2,0,2,0
0.0349343,0,78,0,0,210.907,21,21,8190,0,0,0,0,40,0,0.439936,2,0,2,0
0.0483212,0,108,0,0,207.913,23,23,8189,0,0,0,0,57,0,0.413056,2,0,2,0
0.0546441,0,122,0,0,205.911,26,26,8187,0,0,0,0,62,0,0.404544,2,0,2,0
0.0591186,0,132,0,0,205.439,28,28,8187,0,0,0,0,69,0,6.93683,2,0,2,0
0.0658385,0,147,0,0,206.57,31,31,8187,0,0,0,0,75,0,19.4755,2,0,2,0
0.0694169,0,155,0,0,206.305,33,33,8191,0,0,0,0,81,0,27.7173,2,0,2,0
0.0662683,0,148,0,0,206.039,35,35,8189,0,0,0,0,76,0,28.3907,2,0,2,0
0.0823708,0,184,0,0,204.602,46,46,8190,0,0,0,0,91,0,39.8671,2,0,2,0
0.195651,0,437,0,0,205.332,118,118,8180,0,0,0,0,187,0,57.5057,2,0,2,0
0.367132,0,820,0,0,204.256,195,195,8191,0,0,0,0,377,0,80.3846,2,0,2,0
0.430299,0,961,1,0,206.592,245,245,8187,1,0,0,0,344,1,26.544,3,0,3,0
0.652349,0,1457,0,0,210.049,323,323,8189,0,0,0,0,692,0,61.5216,3,0,3,0
0.474308,0,1059,4,0,206.621,355,355,7836,4,0,0,0,337,1,120.788,7,0,7,0
0.897517,0,2005,0,0,205.158,433,433,8185,0,0,0,0,966,0,125.238,7,0,7,0
0.841099,0,1878,43,0,240.6,482,482,8191,43,0,0,0,693,9,139.873,50,0,50,0
0.699771,0,1563,6,0,210.294,530,530,8189,6,0,0,0,759,2,125.007,56,0,56,0
0.000447738,0,1,1,0,210.294,530,530,8189,1,0,0,0,0,1,125.007,57,0,57,0
0.245736,0,549,530,0,209.885,9,9,8185,530,0,0,0,7,0,157.77,587,0,587,0
0.0747805,0,167,0,0,205.68,59,59,8186,0,0,0,0,61,0,197.02,587,0,587,0
0.227936,0,509,0,0,211.706,132,132,8187,0,0,0,0,221,0,183.767,587,0,587,0
0.391886,0,875,0,0,210.698,208,208,8185,0,0,0,0,404,0,101.354,587,0,587,0
0.565159,0,1262,0,0,205.782,286,286,8187,0,0,0,0,598,0,155.791,587,0,587,0
0.739377,0,1651,0,0,206.514,363,363,8189,0,0,0,0,791,0,59.4532,587,0,587,0
0.742767,0,1659,0,0,208.807,428,428,8187,0,0,0,0,801,0,120.701,587,0,587,0
1.05997,0,2368,0,0,209.505,507,507,8189,0,0,0,0,1150,0,90.63,587,0,587,0
1.02561,0,2290,1,0,207.765,558,558,8187,1,0,0,0,851,1,90.914,588,0,588,0
0.935231,0,2089,45,0,209.643,599,599,8191,45,0,0,0,739,1,93.9304,633,0,633,0
0.945256,0,2111,44,0,207.345,636,636,8190,44,0,0,0,729,2,96.8554,677,0,677,0
1.16854,0,2613,26,0,210.339,669,669,7561,26,0,0,0,654,1,117.427,703,0,703,0
1.23823,0,2765,66,0,215.842,701,701,7545,66,0,0,0,685,3,145.234,769,0,769,0
0.984954,0,2200,79,0,213.465,732,732,8183,79,0,0,0,697,2,105.249,848,0,848,0
1.65869,0,3704,84,0,208.168,791,791,8183,84,0,0,0,1410,2,108.4,932,0,932,0
1.12997,0,2523,143,0,213.029,825,825,8189,143,0,0,0,852,2,123.619,1075,0,1075,0
1.1301,0,2528,201,0,205.949,841,841,8189,201,0,0,0,421,3,146.901,1276,0,1276,0
1.21944,0,2728,71,0,208.148,864,864,8165,71,0,0,0,612,1,147.608,1347,0,1347,0
1.53284,0,3425,281,0,226.863,909,909,8189,281,0,0,0,1250,3,112.956,1628,0,1628,0
1.52516,0,3406,13,0,215.002,936,936,8191,13,0,0,0,797,1,197.266,1641,0,1641,0
1.07659,0,2406,519,0,209.225,953,953,8189,519,0,0,0,480,4,160.724,2160,0,2160,0
2.02375,0,4522,333,0,222.521,998,998,8189,333,0,0,0,1390,2,184.673,2493,0,2493,0
1.04073,0,2326,492,0,209.955,1004,1004,7355,492,0,0,0,170,3,189.732,2985,0,2985,0
1.46934,0,3281,281,0,204.987,1037,1037,8190,281,0,0,0,1062,1,223.031,3266,0,3266,0
0,0,0,0,0,204.987,1037,1037,8191,0,0,0,0,0,0,223.031,3266,0,3266,0
0.532878,0,1191,1037,0,209.026,65,65,8191,1037,0,0,0,81,0,226.753,4303,0,4303,0
0.242779,0,543,0,0,205.072,139,139,8191,0,0,0,0,236,0,192.25,4303,0,4303,0
0.412216,0,921,0,0,205.984,216,216,8190,0,0,0,0,425,0,97.4086,4303,0,4303,0
0.585269,0,1307,0,0,210.888,293,293,8185,0,0,0,0,618,0,91.5578,4303,0,4303,0
0.759268,0,1696,0,0,211.197,371,371,8183,0,0,0,0,813,0,74.3133,4303,0,4303,0
0.788607,0,1766,0,0,205.457,439,439,8189,0,0,0,0,854,0,75.0973,4303,0,4303,0
1.08739,0,2430,0,0,207.213,518,518,8189,0,0,0,0,1178,0,131.334,4303,0,4303,0
1.19177,0,2661,0,0,205.832,592,592,8191,0,0,0,0,1296,0,54.1829,4303,0,4303,0
1.43085,0,3195,0,0,209.43,671,671,8183,0,0,0,0,1562,0,12.8285,4303,0,4303,0
1.59565,0,3563,0,0,207.809,750,750,8189,0,0,0,0,1744,0,121.543,4303,0,4303,0
1.42046,0,3172,3,0,213.067,798,798,7393,3,0,0,0,1167,1,69.8781,4306,0,4306,0
1.22665,0,2740,262,0,209.924,835,835,8189,262,0,0,0,940,1,138.367,4568,0,4568,0
1.50495,0,3363,243,0,222.184,880,880,8181,243,0,0,0,1212,4,96.1471,4811,0,4811,0
0.00313277,0,7,7,0,222.184,880,880,8191,7,0,0,0,0,1,96.1471,4818,0,4818,0
0.450978,0,1008,880,0,204.499,57,57,8188,880,0,0,0,64,0,194.863,5698,0,5698,0
0.218374,0,488,0,0,214.685,129,129,8189,0,0,0,0,211,0,198.038,5698,0,5698,0
0.38742,0,868,0,0,208.047,205,205,8191,0,0,0,0,400,0,97.2877,5698,0,5698,0
0.533175,0,1191,0,0,206.489,280,280,8191,0,0,0,0,563,0,31.9187,5698,0,5698,0
0.650439,0,1453,0,0,208.479,350,350,8191,0,0,0,0,695,0,63.2885,5698,0,5698,0
0.853494,0,1906,0,0,205.927,426,426,8191,0,0,0,0,922,0,20.0507,5698,0,5698,0
1.05834,0,2363,0,0,207.177,505,505,8189,0,0,0,0,1151,0,37.2839,5698,0,5698,0
1.2177,0,2720,0,0,205.834,583,583,8189,0,0,0,0,1328,0,59.3739,5698,0,5698,0
1.10431,0,2466,31,0,206.245,645,645,8191,31,0,0,0,1194,3,102.166,5729,0,5729,0
0,0,0,0,0,206.245,645,645,8191,0,0,0,0,0,0,102.166,5729,0,5729,0
0.358748,0,801,645,0,204.272,59,59,8187,645,0,0,0,69,0,181.122,6374,0,6374,0
0.230151,0,514,0,0,204.138,133,133,8191,0,0,0,0,222,0,200.463,6374,0,6374,0
0.398423,0,890,0,0,215.441,210,210,8189,0,0,0,0,411,0,34.4167,6374,0,6374,0
0.573203,0,1280,0,0,210.082,287,287,8191,0,0,0,0,605,0,18.7524,6374,0,6374,0
0.59825,0,1336,0,0,207.414,351,351,8185,0,0,0,0,640,0,16.8251,6374,0,6374,0
0.663178,0,1481,2,0,207.252,397,397,8189,2,0,0,0,537,1,64.0358,6376,0,6376,0
0.994723,0,2221,0,0,209.477,476,476,8189,0,0,0,0,1072,0,172.242,6376,0,6376,0
1.16852,0,2610,0,0,204.459,554,554,8189,0,0,0,0,1267,0,164.92,6376,0,6376,0
1.06278,0,2374,2,0,215.397,618,618,8185,2,0,0,0,1157,1,118.102,6378,0,6378,0
1.13542,0,2535,41,0,206.295,649,649,8189,41,0,0,0,625,4,170.972,6419,0,6419,0
1.22128,0,2728,9,0,214.198,697,697,7511,9,0,0,0,1000,1,98.4964,6428,0,6428,0
0.961246,0,2147,83,0,224.514,727,727,8179,83,0,0,0,675,2,107.249,6511,0,6511,0
1.32492,0,2960,115,0,208.768,758,758,8191,115,0,0,0,728,2,125.507,6626,0,6626,0
1.14824,0,2564,3,0,209.794,782,780,8185,3,0,0,0,566,1,188.375,6629,0,6629,0
1.30461,0,2915,131,0,207.065,808,808,8191,131,0,0,0,658,2,158.137,6760,0,6760,0
