SendRate(Mb/s),ReceiveRate(Mb/s),SendPackets,Send Loss,Recv Loss,RTT(ms),CWnd,OutstandingData,FlowWindow,Retrans,PktSndPeriod(us),SendACK,SendNAK,RecvACK,RecvNAK,EstimatedBandwidth(Mb/s),Retrans_Total, NAK_TotalSent,Total Send Loss,Total Recv Loss
0.143972,0,26,1,0,108.34,5133,4,8190,1,66568.5,0,0,5,1,2.73928,1,0,1,0
0.141176,0,25,0,0,180.584,869,9,8190,0,23797,0,0,18,0,5.37125,1,0,1,0
0.468665,0,83,0,0,205.568,34,26,8189,0,7574.49,0,0,46,0,5.60846,1,0,1,0
1.00502,0,178,0,0,206.14,43,42,8191,0,4031.9,0,0,60,0,5.60846,1,0,1,0
1.03298,0,183,0,0,205.061,39,36,8191,0,2747.09,0,0,58,0,5.25829,1,0,1,0
0.978352,0,174,0,0,205.213,40,40,8191,0,1991.94,0,0,51,0,49.8436,1,0,1,0
75.1192,0,13306,3786,0,205.836,156051,7721,8191,3457,45,0,0,48,36,2322.96,3458,0,3787,0
46.8874,0,8306,9971,0,209.295,115611,7497,8172,7836,60.4173,0,0,8,21,2183.35,11294,0,13758,0
36.0172,0,6388,8351,0,211.394,110782,7550,8036,5713,81.3386,0,0,5,6,2052.38,17007,0,22109,0
60.3109,0,10683,8190,0,211.866,125425,7020,7021,9911,101,0,0,3,4,2143.09,26918,0,30299,0
24.7415,0,4384,7021,0,211.866,125425,7021,7021,4383,101,0,0,0,0,2143.09,31301,0,37320,0
44.4188,0,7876,160,0,208.1,141772,1878,8127,1619,95.7123,0,0,30,8,2648.01,32920,0,37480,0
70.7779,0,12538,4694,0,207.374,124316,8181,8181,4694,71,0,0,16,56,2034.9,37614,0,42174,0
53.9624,0,9557,8639,0,207.32,145411,8191,8191,8639,122,0,0,6,13,2488.21,46253,0,50813,0
25.5786,0,4532,8191,0,208.887,154969,5380,8191,4532,92.6204,0,0,14,0,1378.4,50785,0,59004,0
52.0102,0,9216,893,0,207.234,151380,8191,8191,4552,141,0,0,11,20,1977.23,55337,0,59897,0
42.9225,0,7601,8191,0,206.145,155705,1943,8055,4866,101.09,0,0,15,0,2492.11,60203,0,68088,0
53.2118,0,9425,8746,0,207.226,132728,7992,7992,755,122,0,0,22,43,2408.47,60958,0,76834,0
46.096,0,8169,193,0,207.927,139838,2372,7531,4046,151.824,0,0,18,9,2416.13,65004,0,77027,0
87.4031,0,15478,5071,0,206.592,136986,8191,8191,5071,45,0,0,34,53,2696.86,70075,0,82098,0
54.2336,0,9605,9183,0,206.376,167666,8187,8187,8609,56,0,0,6,2,2421.77,78684,0,91281,0
54.1043,0,9585,8256,0,207.293,167705,8191,8191,8830,67,0,0,8,2,2238.96,87514,0,99537,0
59.129,0,10478,8191,0,211.273,161485,8191,8191,8191,59.7893,0,0,10,0,2216.69,95705,0,107728,0
50.9963,0,9036,9266,0,214.346,175779,5794,8191,9036,59.8589,0,0,11,19,2634.23,104741,0,116994,0
43.8399,0,7764,9140,0,214.908,170929,5717,8191,5367,74.6992,0,0,3,38,2700.66,110108,0,126134,0
40.4219,0,7165,688,0,214.908,170929,8191,8191,4691,96,0,0,0,39,2700.66,114799,0,126822,0
54.543,0,9662,8532,0,209.56,161363,2208,8127,2488,67.5335,0,0,24,16,2364.63,117287,0,135354,0
57.9018,0,10273,3596,0,208.38,163559,8191,8191,3596,86,0,0,7,71,1776.87,120883,0,138950,0
61.7839,0,10952,8342,0,208.116,155547,8191,8191,8251,92,0,0,13,4,2287.16,129134,0,147292,0
38.9792,0,6903,8900,0,207.576,174310,5928,8191,6903,81.5022,0,0,8,22,2593.45,136037,0,156192,0
62.1193,0,11009,8191,0,208.288,150937,3007,8191,7518,89.163,0,0,9,17,2216,143555,0,164383,0
48.181,0,8536,8518,0,208.318,150199,6673,7303,3480,119.733,0,0,4,16,2313.36,147035,0,172901,0
74.3061,0,13170,2399,0,207.395,152430,7910,8191,3049,80,0,0,22,51,2612.38,150084,0,175300,0
