SendRate(Mb/s),ReceiveRate(Mb/s),SendPackets,Send Loss,Recv Loss,RTT(ms),CWnd,OutstandingData,FlowWindow,Retrans,PktSndPeriod(us),SendACK,SendNAK,RecvACK,RecvNAK,EstimatedBandwidth(Mb/s),Retrans_Total, NAK_TotalSent,Total Send Loss,Total Recv Loss
0.000888426,0,2,0,0,100,2,2,8192,0,0,0,0,0,0,0.000448,0,0,0,0
0.000895793,0,2,2,0,100,2,2,8192,2,0,0,0,0,0,0.000448,2,0,2,0
0.00715939,0,16,0,0,129.068,5,5,8189,0,0,0,0,9,0,0.27104,2,0,2,0
0.0125382,0,28,0,0,187.765,7,7,8189,0,0,0,0,17,0,0.393792,2,0,2,0
0.0192568,0,43,0,0,204.165,10,10,8189,0,0,0,0,21,0,0.422912,2,0,2,0
0.0183504,0,41,0,0,205.405,12,12,8190,0,0,0,0,23,0,0.439488,2,0,2,0
0.0286524,0,64,0,0,205.066,14,14,8187,0,0,0,0,33,0,0.444864,2,0,2,0
0.0344641,0,77,0,0,204.839,17,17,8190,0,0,0,0,39,0,0.448,2,0,2,0
0.0389494,0,87,0,0,207.296,19,19,8189,0,0,0,0,46,0,0.448448,2,0,2,0
0.0461222,0,103,0,0,205.709,22,22,8189,0,0,0,0,51,0,0.45248,2,0,2,0
0.0501627,0,112,2,0,204.636,24,24,8183,1,0,0,0,55,1,0.471296,3,0,4,0
0.0546192,0,122,0,0,208.824,26,26,8187,0,0,0,0,64,0,1.67418,3,0,4,0
0.0488083,0,109,0,0,205.358,28,28,8189,0,0,0,0,55,0,7.02106,3,0,4,0
0.0658141,0,147,0,0,205.844,31,31,8190,0,0,0,0,74,0,28.5622,3,0,4,0
0.0702526,0,157,0,0,208.79,33,33,8183,0,0,0,0,81,0,46.0163,3,0,4,0
0.077317,0,173,0,0,224.086,36,36,8179,0,0,0,0,86,0,46.9119,3,0,4,0
0.0680831,0,152,0,0,205.193,38,32,8187,0,0,0,0,82,0,45.136,3,0,4,0
0.0836916,0,187,0,0,205.8,40,40,8151,0,0,0,0,91,0,48.3585,3,0,4,0
0.0924986,0,207,0,0,205.092,43,43,8191,0,0,0,0,104,0,39.5333,3,0,4,0
0.0971312,0,217,0,0,205.85,45,45,8191,0,0,0,0,111,0,39.4115,3,0,4,0
0.104285,0,233,0,0,204.548,48,48,8185,0,0,0,0,116,0,40.3025,3,0,4,0
0.108294,0,242,0,0,205.265,50,50,8187,0,0,0,0,124,0,37.2606,3,0,4,0
0.115395,0,258,0,0,205.455,53,53,8191,0,0,0,0,129,0,37.8986,3,0,4,0
0.107863,0,241,0,0,205.353,55,55,8171,0,0,0,0,122,0,44.9416,3,0,4,0
0.111944,0,250,0,0,207.992,57,57,8191,0,0,0,0,127,0,56.4028,3,0,4,0
0.13091,0,293,0,0,215.55,60,60,8191,0,0,0,0,146,0,57.852,3,0,4,0
0.10784,0,241,0,0,209.995,62,62,8190,0,0,0,0,123,0,58.0424,3,0,4,0
0.140355,0,314,0,0,209.013,64,64,8191,0,0,0,0,159,0,63.6075,3,0,4,0
0.145494,0,325,0,0,208.62,67,67,8191,0,0,0,0,165,0,29.5474,3,0,4,0
0.150914,0,337,0,0,207.287,69,69,8191,0,0,0,0,170,0,18.3514,3,0,4,0
0.158113,0,353,0,0,204.512,72,72,8191,0,0,0,0,179,0,19.23,3,0,4,0
0.162583,0,363,0,0,205.318,74,74,8183,0,0,0,0,185,0,53.5015,3,0,4,0
