SendRate(Mb/s),ReceiveRate(Mb/s),SendPackets,Send Loss,Recv Loss,RTT(ms),CWnd,OutstandingData,FlowWindow,Retrans,PktSndPeriod(us),SendACK,SendNAK,RecvACK,RecvNAK,EstimatedBandwidth(Mb/s),Retrans_Total, NAK_TotalSent,Total Send Loss,Total Recv Loss
0.234381,0,21,16,0,100,17,14,8190,5,61728.4,0,0,2,0,2.72563,5,0,16,0
0.232372,0,20,0,0,164.907,17,6,8190,11,38461.5,0,0,17,0,10.6929,16,0,16,0
0.453682,0,39,0,0,203.559,22,12,8190,0,18867.9,0,0,27,0,11.5665,16,0,16,0
0.953478,0,82,0,0,205.112,32,22,8190,0,9523.81,0,0,53,0,11.7412,16,0,16,0
1.6753,0,144,0,0,205.32,39,37,8189,0,5988.02,0,0,63,0,12.3702,16,0,16,0
2.28189,0,196,0,0,205.007,46,46,8190,0,4310.34,0,0,65,0,12.2071,16,0,16,0
2.35044,0,202,0,0,204.922,43,43,8189,0,3367,0,0,66,0,15.9927,16,0,16,0
2.26188,0,195,0,0,205.014,41,41,8188,0,2257.34,0,0,65,0,111.355,16,0,16,0
1.91981,0,165,0,0,205.112,36,36,8189,0,1071.81,0,0,50,0,121.267,16,0,16,0
13.0937,0,1125,0,0,205.544,14568,303,8191,0,791.765,0,0,63,0,55.3396,16,0,16,0
14.3105,0,1229,1,0,204.901,1103,263,8191,1,838.322,0,0,73,1,50.7387,17,0,17,0
15.1654,0,1303,0,0,204.678,1753,283,8191,0,793.11,0,0,69,0,61.2219,17,0,17,0
19.3342,0,1661,0,0,205.011,9115,433,8175,0,524.422,0,0,71,0,50.2378,17,0,17,0
28.1012,0,2416,0,0,205.06,11215,600,8191,0,376.384,0,0,77,0,42.2589,17,0,17,0
41.5398,0,3571,0,0,205.168,12412,1207,8154,0,49.3149,0,0,80,0,2688.63,17,0,17,0
140.194,0,12046,9258,0,209.953,3407,4965,8160,7159,67.8153,0,0,26,38,474.505,7176,0,9275,0
78.4291,0,6737,4638,0,218.774,2150,4259,8188,6737,64.367,0,0,16,0,1598.27,13913,0,13913,0
115.428,0,10031,8173,0,225.477,19597,5423,8154,8173,58.3568,0,0,16,0,1006.81,22086,0,22086,0
102.986,0,8850,11015,0,226.441,17297,7658,7740,6082,107.651,0,0,4,46,603.518,28168,0,33101,0
64.2417,0,5518,503,0,226.441,17297,7740,7740,5436,122,0,0,0,11,603.518,33604,0,33604,0
90.7222,0,7793,7740,0,226.155,13367,7371,8180,7740,117.692,0,0,4,0,924.269,41344,0,41344,0
41.9177,0,3600,8543,0,224.675,10314,6199,7141,2791,149.328,0,0,4,10,553.257,44135,0,49887,0
77.7289,0,6676,6650,0,224.675,10314,6650,7141,6225,149.328,0,0,0,0,553.257,50360,0,56537,0
64.4799,0,5538,0,0,221.593,17269,3826,8191,5538,177.904,0,0,7,10,827.159,55898,0,56537,0
47.9625,0,4121,6934,0,221.593,17269,6632,8191,1315,324,0,0,0,22,827.159,57213,0,63471,0
37.4846,0,3223,0,0,209.285,27509,741,8152,1928,305.771,0,0,24,0,60.7094,59141,0,63471,0
40.5054,0,3480,0,0,206.541,7138,749,8191,0,303.731,0,0,82,0,34.9207,59141,0,63471,0
65.8551,0,5677,970,0,206.887,10933,3754,8191,970,227,0,0,37,46,501.318,60111,0,64441,0
51.3152,0,4409,5307,0,207.379,18510,3629,8191,2857,132.692,0,0,13,1,1010.02,62968,0,69748,0
86.2565,0,7409,1601,0,207.264,24411,4404,8191,2828,240,0,0,6,58,761.674,65796,0,71349,0
50.0816,0,4304,6440,0,209.618,13235,4896,8191,2423,215.672,0,0,21,11,1813.54,68219,0,77789,0
67.6527,0,5813,190,0,207.6,13468,4988,8191,4217,296,0,0,15,15,966.97,72436,0,77979,0
36.4874,0,3134,6655,0,209.056,11973,2847,8175,1724,312.207,0,0,3,21,2072.49,74160,0,84634,0
104.263,0,8959,2804,0,212.509,35250,5067,8191,2845,138,0,0,26,89,2780.37,77005,0,87438,0
46.9033,0,4029,8076,0,217.468,24373,7247,8166,1518,260.092,0,0,9,27,861.707,78523,0,95514,0
59.3397,0,5097,0,0,208.886,8848,3405,8176,5097,112.242,0,0,58,0,723.271,83620,0,95514,0
76.5104,0,6572,1143,0,208.886,8848,7373,8176,2604,293,0,0,0,54,723.271,86224,0,96657,0
35.5053,0,3053,8228,0,207.754,5491,4557,8176,2250,259.54,0,0,9,13,1865.56,88474,0,104885,0
51.9157,0,4460,37,0,206.288,2771,1880,8191,1898,249,0,0,19,5,983.313,90372,0,104922,0
49.209,0,4227,3991,0,207.009,15998,610,4231,910,249,0,0,3,7,1083.14,91282,0,108913,0
80.8367,0,6944,1641,0,209.036,15292,4497,8191,1641,277,0,0,28,56,280.717,92923,0,110554,0
42.9705,0,3691,5770,0,207.791,11174,4009,8093,2471,268.872,0,0,23,8,41.1757,95394,0,116324,0
45.259,0,3895,0,0,205.914,24673,852,8143,1276,260.864,0,0,56,0,41.6649,96670,0,116324,0
62.3663,0,5359,432,0,205.66,2951,2217,8146,412,157,0,0,73,23,156.048,97082,0,116756,0
33.6594,0,2891,3544,0,210.062,29471,2362,8121,2119,223.741,0,0,11,32,57.5877,99202,0,120300,0
53.4247,0,4589,130,0,207.695,24201,1685,8124,1211,235.507,0,0,30,13,3239.48,100413,0,120430,0
46.717,0,4015,3499,0,209.925,6908,3290,8169,327,342,0,0,17,44,365.794,100740,0,123929,0
63.8467,0,5484,769,0,207.65,22521,2560,8161,1357,137,0,0,39,22,155.198,102097,0,124698,0
56.9936,0,4897,7031,0,207.65,22521,6072,8161,1385,250,0,0,0,61,155.198,103482,0,131729,0
45.6254,0,3919,0,0,207.312,15710,370,5159,3549,142.448,0,0,38,1,2309.26,107031,0,131729,0
69.8547,0,6004,1180,0,207.359,15714,5018,8191,1180,257,0,0,5,59,2106.03,108211,0,132909,0
48.5424,0,4169,6454,0,207.03,7421,4544,8031,2737,220.213,0,0,22,2,143.002,110948,0,139363,0
50.6805,0,4355,55,0,208.514,3356,855,8142,947,251.486,0,0,27,5,1390.61,111895,0,139418,0
154.214,0,13246,4886,0,208.606,8398,7887,8191,4823,121,0,0,28,77,910.233,116718,0,144304,0
36.4127,0,3127,9108,0,209.793,19524,7803,7999,2823,173.482,0,0,6,10,438.081,119541,0,153412,0
66.796,0,5738,0,0,209.793,19524,7803,7999,5738,173.482,0,0,0,0,438.081,125279,0,153412,0
29.0206,0,2493,8016,0,210.492,17230,7345,7669,2297,194.854,0,0,5,1,358.595,127576,0,161428,0
59.9748,0,5154,0,0,210.835,11778,6965,8191,5154,192.974,0,0,5,0,198.61,132730,0,161428,0
32.6967,0,2822,8368,0,210.835,11778,8191,8191,1596,246,0,0,0,16,198.61,134326,0,169796,0
47.3189,0,4065,0,0,209.694,10330,3902,7601,4065,243.011,0,0,6,0,109.258,138391,0,169796,0
113.919,0,9784,2610,0,207.851,21334,4884,8132,3032,88,0,0,40,59,2197.88,141423,0,172406,0
69.0592,0,5936,2688,0,207.851,21334,8132,8132,2688,142,0,0,0,61,2197.88,144111,0,175094,0
83.5193,0,7175,8132,0,210.005,23345,7667,8191,7175,127.514,0,0,10,0,3536.44,151286,0,183226,0
40.0907,0,3443,8503,0,218.17,24211,7950,8154,2919,149.861,0,0,6,9,3057.31,154205,0,191729,0
78.8268,0,6771,0,0,219.728,35576,8076,8181,6541,147.648,0,0,2,0,3143.73,160746,0,191729,0
25.4223,0,2185,8181,0,220.638,31445,7425,7673,2080,135.633,0,0,6,0,1425.85,162826,0,199910,0
89.5393,0,7699,7669,0,220.945,31487,7669,8191,6712,130.16,0,0,4,0,847.951,169538,0,207579,0
70.2162,0,6031,0,0,220.01,31359,7482,8004,6031,166,0,0,1,24,745.6,175569,0,207579,0
33.8285,0,2906,8168,0,219.381,41703,7981,8168,2384,187,0,0,1,4,656.05,177953,0,215747,0
59.6852,0,5126,255,0,216.505,45753,3655,8182,2947,266,0,0,4,35,396.428,180900,0,216002,0
40.2202,0,3457,4896,0,214.752,34909,678,5862,1560,298.21,0,0,3,4,278.073,182460,0,220898,0
44.3828,0,3820,0,0,206.068,9894,829,8191,0,274.979,0,0,81,0,37.6813,182460,0,220898,0
44.997,0,3865,0,0,205.887,2734,839,8191,0,274.567,0,0,84,0,36.3068,182460,0,220898,0
39.3611,0,3381,1,0,205.446,14326,758,8177,1,302.848,0,0,83,1,397.302,182461,0,220899,0
84.6087,0,7292,1899,0,207.209,10939,4852,8191,1899,291,0,0,30,73,773.252,184360,0,222798,0
44.8839,0,3873,6408,0,208.107,21666,5071,8097,2377,183.607,0,0,22,12,884.794,186737,0,229206,0
66.6935,0,5731,4559,0,207.884,46182,4150,7782,5450,194,0,0,12,3,584.182,192187,0,233765,0
60.6089,0,5210,301,0,210.013,40848,3544,8185,1941,224,0,0,5,21,1720.86,194128,0,234066,0
47.7056,0,4101,5081,0,210.774,31547,2289,8191,2574,239.909,0,0,3,1,2029.08,196702,0,239147,0
90.2214,0,7760,2001,0,209.576,31989,4350,8177,2139,156,0,0,28,56,1510.09,198841,0,241148,0
41.4028,0,3557,6703,0,209.414,28053,5584,7826,1611,289.453,0,0,6,19,698.566,200452,0,247851,0
87.6898,0,7533,974,0,206.582,4822,4822,8177,6066,58,0,0,38,11,1377.76,206518,0,248825,0
132.077,0,11342,7287,0,208.08,28887,8191,8191,7287,74,0,0,6,26,791.586,213805,0,256112,0
81.8024,0,7025,8191,0,211.656,22631,4762,8115,7025,72.3404,0,0,5,0,1603.28,220830,0,264303,0
96.0426,0,8248,10428,0,211.656,22631,8115,8115,4895,93,0,0,0,49,1603.28,225725,0,274731,0
84.8712,0,7298,524,0,214.144,21597,8191,8191,6819,166,0,0,6,17,735.478,232544,0,275255,0
59.5001,0,5111,8191,0,215.522,28772,7649,8191,5111,158.125,0,0,4,0,885.795,237655,0,283446,0
43.7476,0,3769,147,0,215.522,28772,8191,8191,3227,201,0,0,0,11,885.795,240882,0,283593,0
50.9185,0,4376,8191,0,216.632,22303,7084,8158,4376,198.605,0,0,7,0,367.285,245258,0,291784,0
56.927,0,4891,2,0,216.632,22303,8158,8158,3817,224,0,0,0,1,367.285,249075,0,291786,0
27.3614,0,2352,8425,0,215.404,22183,6910,8099,2352,250.736,0,0,3,25,318.34,251427,0,300211,0
55.1857,0,4740,3,0,208.298,4811,1499,8133,1721,174,0,0,33,2,179.333,253148,0,300214,0
53.5471,0,4600,483,0,207.703,9786,1205,8134,483,165.062,0,0,68,34,680.232,253631,0,300697,0
43.6262,0,3752,3947,0,207.903,6741,3577,8152,669,377,0,0,10,26,510.311,254300,0,304644,0
33.0552,0,2841,0,0,206.429,8171,643,8155,1065,337.55,0,0,34,0,398.362,255365,0,304644,0
79.613,0,6838,243,0,206.541,14860,4119,8164,186,61,0,0,72,8,2079.13,255551,0,304887,0
110.676,0,9693,5389,0,207.504,13139,8170,8170,5446,126,0,0,3,117,2474.83,260997,0,310276,0
76.4446,0,6567,8170,0,208.971,10264,7832,8191,6567,118.532,0,0,6,0,1129.02,267564,0,318446,0
43.394,0,3727,8401,0,212.276,9234,8078,8191,3368,150.545,0,0,3,9,766.625,270932,0,326847,0
77.3834,0,6646,0,0,215.973,22339,7804,8191,6636,149.198,0,0,6,0,360.61,277568,0,326847,0
54.8272,0,4708,8191,0,215.973,22339,8191,8191,4321,149.198,0,0,0,0,360.61,281889,0,335038,0
46.8197,0,4021,151,0,215.973,22339,8191,8191,4021,168,0,0,0,2,360.61,285910,0,335189,0
66.1189,0,5680,8191,0,217.606,24289,6565,8154,5680,164.68,0,0,13,0,174.592,291590,0,343380,0
67.945,0,5836,6968,0,217.01,24225,6869,8160,5433,185.655,0,0,2,4,864.165,297023,0,350348,0
62.3683,0,5368,31,0,217.01,24225,8160,8160,4077,236,0,0,0,2,864.165,301100,0,350379,0
19.4382,0,1676,8338,0,215.619,24077,4085,4786,1676,335.73,0,0,3,14,595.038,302776,0,358717,0
38.7749,0,3333,0,0,206.921,9722,748,8092,1241,294.067,0,0,36,0,47.0812,304017,0,358717,0
44.5621,0,3827,0,0,206.018,1406,964,8157,0,194.28,0,0,83,0,1228.46,304017,0,358717,0
