SendRate(Mb/s),ReceiveRate(Mb/s),SendPackets,Send Loss,Recv Loss,RTT(ms),CWnd,OutstandingData,FlowWindow,Retrans,PktSndPeriod(us),SendACK,SendNAK,RecvACK,RecvNAK,EstimatedBandwidth(Mb/s),Retrans_Total, NAK_TotalSent,Total Send Loss,Total Recv Loss
0.105311,0,19,1,0,111.709,8,8,8189,1,0,0,0,6,1,2.73928,1,0,1,0
0.88086,0,156,0,0,203.742,56,56,8189,0,0,0,0,57,0,4.89682,1,0,1,0
2.51116,0,445,0,0,204.557,124,124,8189,0,0,0,0,191,0,5.76096,1,0,1,0
4.30859,0,763,0,0,206.054,194,194,8187,0,0,0,0,351,0,144.566,1,0,1,0
6.77736,0,1201,0,0,204.719,272,272,8189,0,0,0,0,566,0,84.5506,1,0,1,0
8.81298,0,1561,3,0,208.724,348,346,8189,2,0,0,0,742,3,206.491,3,0,4,0
9.15291,0,1623,1,0,212.206,414,414,8160,1,0,0,0,781,1,842.749,4,0,5,0
12.1207,0,2147,0,0,209.925,475,475,8187,0,0,0,0,856,0,756.358,4,0,5,0
12.3046,0,2180,0,0,206.049,542,542,8189,0,0,0,0,1057,0,2314.94,4,0,5,0
16.4532,0,2915,1,0,208.099,620,620,8189,0,0,0,0,1421,1,2113.17,4,0,6,0
14.7342,0,2612,2,0,228.41,674,674,8189,2,0,0,0,1092,2,1992.65,6,0,8,0
17.888,0,3168,6,0,207.838,729,727,8187,5,0,0,0,1211,4,1042.31,11,0,14,0
21.3227,0,3780,7,0,204.079,805,805,8187,7,0,0,0,1831,7,783.485,18,0,21,0
22.215,0,3936,4,0,207.22,878,878,8189,4,0,0,0,1921,4,861.93,22,0,25,0
25.8326,0,4578,5,0,204.059,957,957,8187,4,0,0,0,2242,4,872.232,26,0,30,0
26.0141,0,4608,0,0,213.981,1030,1030,8191,0,0,0,0,2270,0,509.766,26,0,30,0
29.0741,0,5150,3,0,211.921,1105,1103,8187,1,0,0,0,2527,3,273.284,27,0,33,0
