SendRate(Mb/s),ReceiveRate(Mb/s),SendPackets,Send Loss,Recv Loss,RTT(ms),CWnd,OutstandingData,FlowWindow,Retrans,PktSndPeriod(us),SendACK,SendNAK,RecvACK,RecvNAK,EstimatedBandwidth(Mb/s),Retrans_Total, NAK_TotalSent,Total Send Loss,Total Recv Loss
0.0128876,0,29,2,0,111.098,25073,5,8189,2,48257.6,0,0,6,1,0.245952,2,0,2,0
0.0183594,0,41,0,0,196.246,799,13,8190,0,15571,0,0,30,0,0.442624,2,0,2,0
0.0496935,0,111,0,0,205.25,36,33,8190,0,6679.04,0,0,58,0,0.444864,2,0,2,0
0.0801744,0,179,0,0,206.275,41,39,8189,0,4069.64,0,0,68,0,0.444864,2,0,2,0
0.0806272,0,180,0,0,206.211,37,36,8188,0,2992.02,0,0,62,0,0.444864,2,0,2,0
0.0706234,0,158,0,0,206.715,34,34,8185,0,203.449,0,0,52,0,12.9512,2,0,2,0
5.84048,0,13039,3817,0,205.923,172238,6889,8191,3527,51,0,0,44,31,171.328,3529,0,3819,0
2.57912,0,5758,9133,0,206.778,175519,6923,8127,4456,95.609,0,0,9,20,196.383,7985,0,12952,0
3.74109,0,8359,727,0,206.592,157194,8191,8191,5694,111,0,0,7,23,207.347,13679,0,13679,0
3.73311,0,8336,8280,0,205.992,159612,2730,8099,5514,108,0,0,13,3,222.57,19193,0,21959,0
3.49175,0,7799,8342,0,206.162,169583,174,174,2161,117.692,0,0,4,14,206.485,21354,0,30301,0
4.06926,0,9086,774,0,205.911,180135,5828,8191,774,125,0,0,22,35,218.793,22128,0,31075,0
3.31952,0,7414,8192,0,205.319,186724,747,4576,4304,130.002,0,0,5,1,221.517,26432,0,39267,0
6.35129,0,14190,3757,0,205.474,179712,8127,8127,3633,77,0,0,28,43,237.882,30065,0,43024,0
3.08556,0,6890,8661,0,204.837,159665,5967,8148,6890,84.359,0,0,13,14,209.328,36955,0,51685,0
2.69832,0,6028,8702,0,204.837,159665,8148,8148,3847,107,0,0,0,17,209.328,40802,0,60387,0
4.65129,0,10387,305,0,204.328,168718,7756,7756,7055,131,0,0,12,10,245.747,47857,0,60692,0
2.21178,0,4939,8019,0,204.758,174553,1282,4876,3657,126.046,0,0,4,4,264.344,51514,0,68711,0
3.87391,0,8651,253,0,205.192,178442,1887,8084,253,104.712,0,0,55,13,172.924,51767,0,68964,0
4.19709,0,9378,876,0,205.482,183377,8115,8115,876,117,0,0,18,44,191.326,52643,0,69840,0
4.00776,0,8952,8280,0,205.167,183225,3514,7544,4199,126,0,0,13,7,220.352,56842,0,78120,0
6.12765,0,13684,2885,0,204.875,184627,8071,8071,2885,99,0,0,32,57,207.676,59727,0,81005,0
2.7038,0,6042,8586,0,204.683,182702,7020,8025,6042,93.4491,0,0,5,17,218.726,65769,0,89591,0
4.62885,0,10338,7590,0,204.752,143126,1098,4630,8772,98.1935,0,0,6,1,230.067,74541,0,97181,0
5.76187,0,12873,950,0,205.841,155747,5990,8047,950,48,0,0,46,49,263.362,75491,0,98131,0
4.15293,0,9285,12150,0,206.346,162477,7871,7889,7083,78,0,0,3,31,244.748,82574,0,110281,0
3.16344,0,7067,615,0,206.504,154248,7987,7987,5682,138,0,0,3,20,234.417,88256,0,110896,0
3.59824,0,8037,7987,0,206.455,166771,548,5815,7489,112.405,0,0,12,0,236.372,95745,0,118883,0
3.47328,0,7771,74,0,205.485,185200,1690,7934,74,115.639,0,0,35,6,260.865,95819,0,118957,0
5.84651,0,13070,4082,0,205.69,199009,8191,8191,4082,130,0,0,23,64,218.685,99901,0,123039,0
2.95799,0,6605,8191,0,205.258,159121,3656,8096,6605,90.9726,0,0,25,0,205.922,106506,0,131230,0
3.47365,0,7757,8695,0,205.224,158585,8080,8080,2867,126,0,0,3,16,197.93,109374,0,139925,0
4.12189,0,9205,72,0,204.586,157804,3110,8191,3729,111,0,0,29,3,199.235,113103,0,139997,0
4.44154,0,9922,1024,0,204.647,162338,5896,8028,1024,140,0,0,34,42,215.152,114127,0,141021,0
3.04947,0,6811,8063,0,204.808,134631,4903,7731,4679,122.057,0,0,8,2,217.849,118806,0,149084,0
4.96971,0,11104,1153,0,205.28,173427,5683,7655,1389,89,0,0,31,35,185.472,120195,0,150237,0
2.12229,0,4745,8261,0,205.38,165376,5914,6451,2773,142.871,0,0,2,19,206.114,122968,0,158498,0
