SendRate(Mb/s),ReceiveRate(Mb/s),SendPackets,Send Loss,Recv Loss,RTT(ms),CWnd,OutstandingData,FlowWindow,Retrans,PktSndPeriod(us),SendACK,SendNAK,RecvACK,RecvNAK,EstimatedBandwidth(Mb/s),Retrans_Total, NAK_TotalSent,Total Send Loss,Total Recv Loss
0.0224684,0,2,0,0,100,2,2,8192,0,0,0,0,0,0,0.011648,0,0,0,0
0.0232874,0,2,2,0,100,2,2,8192,2,0,0,0,0,0,0.011648,2,0,2,0
0.209432,0,18,0,0,130.002,5,5,8189,0,0,0,0,9,0,6.39475,2,0,2,0
0.291142,0,25,0,0,179.742,7,7,8189,0,0,0,0,13,0,10.0406,2,0,2,0
0.477464,0,41,0,0,204.64,9,9,8189,0,0,0,0,21,0,11.2753,2,0,2,0
0.547179,0,47,0,0,206.473,11,11,8189,0,0,0,0,24,0,11.6247,2,0,2,0
0.721219,0,62,0,0,204.392,14,14,8189,0,0,0,0,32,0,11.9392,2,0,2,0
0.849566,0,73,0,0,204.813,16,16,8189,0,0,0,0,38,0,12.1139,2,0,2,0
1.00105,0,86,0,0,204.266,19,19,8189,0,0,0,0,44,0,12.2886,2,0,2,0
1.08243,0,93,0,0,204.155,21,21,8189,0,0,0,0,48,0,12.6031,2,0,2,0
1.29229,0,111,0,0,205.142,24,24,8189,0,0,0,0,56,0,13.3836,2,0,2,0
1.43084,0,123,0,0,204.473,26,26,8189,0,0,0,0,65,0,15.8529,2,0,2,0
1.42024,0,122,0,0,204.272,28,28,8189,0,0,0,0,63,0,20.9315,2,0,2,0
1.59428,0,137,0,0,204.859,31,31,8189,0,0,0,0,74,0,29.6092,2,0,2,0
1.8272,0,157,0,0,205.526,33,33,8189,0,0,0,0,84,0,58.5661,2,0,2,0
1.9909,0,171,0,0,204.456,36,36,8187,0,0,0,0,89,0,74.1046,2,0,2,0
2.09242,0,180,0,0,205.869,38,38,8189,0,0,0,0,93,0,60.4065,2,0,2,0
2.18848,0,188,0,0,207.916,41,41,8189,0,0,0,0,97,0,51.5657,2,0,2,0
2.32717,0,200,0,0,206.113,43,43,8187,0,0,0,0,102,0,48.0596,2,0,2,0
2.39789,0,206,0,0,204.796,46,46,8189,0,0,0,0,105,0,44.3672,2,0,2,0
2.67771,0,230,0,0,205.787,48,48,8189,0,0,0,0,117,0,41.2572,2,0,2,0
2.84823,0,245,0,0,204.633,51,51,8189,0,0,0,0,127,0,44.6002,2,0,2,0
3.00366,0,258,0,0,207.173,53,53,8189,0,0,0,0,135,0,46.0795,2,0,2,0
2.74621,0,236,0,0,205.232,55,55,8190,0,0,0,0,123,0,43.7382,2,0,2,0
3.26857,0,281,0,0,205.517,58,58,8189,0,0,0,0,144,0,47.7335,2,0,2,0
3.42325,0,294,0,0,204.147,60,60,8189,0,0,0,0,152,0,52.4975,2,0,2,0
3.44278,0,296,0,0,205.605,63,63,8189,0,0,0,0,149,0,50.2611,2,0,2,0
3.63164,0,312,0,0,204.649,65,65,8189,0,0,0,0,159,0,57.0868,2,0,2,0
3.86327,0,332,0,0,207.923,68,68,8189,0,0,0,0,167,0,47.7102,2,0,2,0
4.01631,0,345,0,0,205.099,70,70,8189,0,0,0,0,173,0,50.4475,2,0,2,0
3.6187,0,311,0,0,206.69,72,72,8189,0,0,0,0,156,0,43.3189,2,0,2,0
4.0388,0,347,0,0,208.948,75,75,8189,0,0,0,0,174,0,43.5286,2,0,2,0
4.43419,0,381,0,0,204.574,77,77,8189,0,0,0,0,191,0,34.5014,2,0,2,0
4.56388,0,392,0,0,205.579,80,80,8189,0,0,0,0,197,0,37.9026,2,0,2,0
4.6108,0,396,0,0,205.489,82,82,8189,0,0,0,0,199,0,44.0178,2,0,2,0
4.85403,0,417,0,0,207.71,85,85,8191,0,0,0,0,211,0,40.0808,2,0,2,0
4.42209,0,380,3,0,206.236,87,87,8187,0,0,0,0,188,2,41.4319,2,0,5,0
4.72444,0,406,0,0,217.543,89,89,8191,0,0,0,0,205,0,42.1425,2,0,5,0
5.26281,0,452,0,0,204.452,92,92,8189,0,0,0,0,228,0,46.8599,2,0,5,0
5.4019,0,464,0,0,207.1,94,94,8190,0,0,0,0,237,0,42.4337,2,0,5,0
5.37841,0,462,0,0,218.082,97,97,8189,0,0,0,0,235,0,45.6718,2,0,5,0
5.32964,0,458,0,0,207.635,99,99,8189,0,0,0,0,235,0,34.4315,2,0,5,0
5.57532,0,479,0,0,204.954,102,102,8189,0,0,0,0,242,0,33.3948,2,0,5,0
5.56404,0,478,0,0,205.167,104,103,8190,0,0,0,0,243,0,47.2676,2,0,5,0
6.05645,0,523,0,0,205.298,106,106,8185,0,0,0,0,266,0,43.0976,2,0,5,0
6.23692,0,536,0,0,204.767,109,109,8189,0,0,0,0,271,0,35.969,2,0,5,0
6.38954,0,549,0,0,206.808,111,111,8189,0,0,0,0,276,0,42.5734,2,0,5,0
5.60944,0,483,0,0,207.131,114,114,8189,0,0,0,0,242,0,49.6904,2,0,5,0
6.5719,0,566,0,0,206.689,116,116,8187,0,0,0,0,283,0,44.6701,2,0,5,0
